show cloud forcast in 1 hour in IA  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
I want a table at James D. Conrey House in Urbank California  [predicted:  GetWeather ; correct:  BookRestaurant ]
find Invisible Child at Southern Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play the song Memories Are My Only Witness  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find The Colour of the Chameleon  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I need to find the work Brotherly Love  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Please play songs by Lil Jon  [predicted:  GetWeather ; correct:  PlayMusic ]
SCORE:  2935 / 3140  ( 0.9347133757961783 )
Please search the work, The Mercenary.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
What time is a movie in the neighbourhood  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Want to find a creative work called The Prayer  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play Keep Their Heads Ringin’  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Where can I  get Lahore  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I'd like to eat in Montana on 10/22/2030  [predicted:  GetWeather ; correct:  BookRestaurant ]
Please play my ecstatic playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Can you please find me Season of Glass?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I'm looking for a job in Inversion  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Is there a creative work with the title The Lonesome Death of Buck McCoy  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Can you put Musiri Subramania Iyer's song onto the lo-fi love soundtrack?  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
I am looking for any creative work with the title of Journal of Pharmacy and Pharmacology  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play The Last Mile album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Show me work of Truth and Tolerance  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I'd like a table at the San Francisco Brewing Company in Puerto Rico at noon  [predicted:  GetWeather ; correct:  BookRestaurant ]
Play music from the list Indie Electronics  [predicted:  GetWeather ; correct:  PlayMusic ]
play Off the Ground  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want watch The Sun And The Moon  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Please look up for the work, Black Box.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
show fog conditions at 7 am in NH  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
show creative work of Through the Back Door  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I need to book a reservation in Searsport at eleven am  [predicted:  GetWeather ; correct:  BookRestaurant ]
Can you find me work, Stairway to Heaven?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to see Breathless  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Please look up for the work titled We Own The Night.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
play the Graduate Faculty Philosophy Journal album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Can you please find me D.R.E.A.M.?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
show cloud forcast in 1 hour in IA  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Find Mahalakshmi Iyer music on Netflix  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I need to add to my metal crash course list the music of El sexto sentido  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Can you get a table at The Triple Door in District Of Columbia for me and deborah vasquez  [predicted:  GetWeather ; correct:  BookRestaurant ]
Play 30 Greatest Hits  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I need reservations in ND in the city of Briarwood for me and my colleagues.  [predicted:  GetWeather ; correct:  BookRestaurant ]
fimd Glory  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
What time does the next movie play around here  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
Listen to Dragon Ball: Music Collection  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
this track should get added to Spain Top 50  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Put the joy division the complete bbc recordings on 40 hits  [predicted:  GetWeather ; correct:  AddToPlaylist ]
I need a table somewhere in Culver City WA  [predicted:  GetWeather ; correct:  BookRestaurant ]
Play The News Virginian song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to see Far Cry Vengeance  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play the song S.F. sound furniture  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Is Love Is a Ball playing right now?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Where can I listen to Willy and the Poor Boys  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I would like to book at Clinton Street Baking Company & Restaurant in Brookneal.  [predicted:  GetWeather ; correct:  BookRestaurant ]
is there a Chinese Wikipedia  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Please find the work titled Talking to Heaven  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Can you please find me the work, Goodbye?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
add an album called Reggae BBQ in playlist Camu Tao  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
When is Spyforce playing?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play Rock This playlist with Badonviller Marsch  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
The Forest should be rated a four  [predicted:  BookRestaurant ; correct:  RateBook ]
I want to see Plague Soundscapes  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play Elizeth Cardoso to my Nothing But A Party R&B playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Find me the creative work The Pickwick Papers  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Help me search the work, American Hot Wax.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want you to add must b 21 to acoustic covers the mash ups.  [predicted:  GetWeather ; correct:  AddToPlaylist ]
look for the creative work The Testament of Gideon Mack  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Find a place for me to eat in Connecticut for 9 and a half months from now  [predicted:  GetWeather ; correct:  BookRestaurant ]
I want Sugarfoot  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Play me some music from 1999  [predicted:  GetWeather ; correct:  PlayMusic ]
find a saga with 0 rating called Poems for Midnight  [predicted:  SearchCreativeWork ; correct:  RateBook ]
Help me find the work titled SingStar Take That  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find lesley's epic classical playlist and add this tune  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
On Jun. the sixteenth, 2032 I'd like to go to Dillard House in Putnam Hall  [predicted:  GetWeather ; correct:  BookRestaurant ]
Will I Think I Do be playing at 7 PM?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Please search the work, Eve-Olution.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play The XYY Man soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Book Childs Restaurants in Bruno for 1 person on October 6th, 2019.  [predicted:  RateBook ; correct:  BookRestaurant ]
rebekah taylor and marcie need reservations at The Clink in Senegal.  [predicted:  GetWeather ; correct:  BookRestaurant ]
What is the release date for the DVD called Wild Is the Wind?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
can you put on Like A Hurricane by Paul Landers  [predicted:  GetWeather ; correct:  PlayMusic ]
Need a creative work with the title Unholy Confessions  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Book a reservation not far from 8th St  [predicted:  GetWeather ; correct:  BookRestaurant ]
Book a restasurant in Pohick Delaware.  [predicted:  GetWeather ; correct:  BookRestaurant ]
I'm looking to book a reservation in Aruba at a place nearby.  [predicted:  GetWeather ; correct:  BookRestaurant ]
What's the weather going to be like at 10:21:20 close by ID  [predicted:  BookRestaurant ; correct:  GetWeather ]
Can you play some music from 1999  [predicted:  GetWeather ; correct:  PlayMusic ]
How is the weather going to be this week in Roseau, IA.  [predicted:  BookRestaurant ; correct:  GetWeather ]
is there a program about The Last Flight?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Can you check the timings for Super Sweet 16: The Movie?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Play The Crowd: A Study of the Popular Mind soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
me and robin need reservations for somewhere in Palau  [predicted:  GetWeather ; correct:  BookRestaurant ]
show freezing forcast now within the same area in North Dakota  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Lets hear some booty bass  [predicted:  GetWeather ; correct:  PlayMusic ]
Play The Aviation Cocktail album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play The Catholic Sun album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Find Secret Command.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
check the weather for around nine in South Georgia and the South Sandwich Islands  [predicted:  BookRestaurant ; correct:  GetWeather ]
look for the creative work Meltdown – Days of Destruction  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play the soundtrack for The Lord of the Rings: Conquest  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Please add james house to bleeps & bloops  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Want a work called Walk the River  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
can you play some weird music from the noise genre  [predicted:  GetWeather ; correct:  PlayMusic ]
Can you please find me, Journals?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to read Mad Money  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Can you please find me the work, The Holy Man?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I would like to hear a song by Tim Reynolds  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Look for the creative work called White Sugar  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Show me the Dresden weather forecast.  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Looking for the creative work with the name of With or Without Your Help  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I need to book the Fashion Cafe for meal in Lavina  [predicted:  GetWeather ; correct:  BookRestaurant ]
Can you search for Twilight Is Gone?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play some songs from 1958  [predicted:  GetWeather ; correct:  PlayMusic ]
I want to eat somewhere that is faraway from Iowa.  [predicted:  GetWeather ; correct:  BookRestaurant ]
play Hell House song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
my rating for Some Doves and Pythons is four  [predicted:  BookRestaurant ; correct:  RateBook ]
Can I see Ellis Island Revisited in 1 minute  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Looking for the crative work called In my memory  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
SCORE:  3020 / 3129  ( 0.9651645893256632 )
Find a reservation at the Roseland Theater at 10 pm  [predicted:  GetWeather ; correct:  BookRestaurant ]
Book Coney Island neighboring VA for marina and I.  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Play music by artist mark ashley  [predicted:  GetWeather ; correct:  PlayMusic ]
does Mexican Werewolf start at three am  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
The Law of Dreams gets a low rating of one  [predicted:  BookRestaurant ; correct:  RateBook ]
When can I catch a screening of Shivers in Summer?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
For my Crossfit playlist add The Soul Sessions Volume 2  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Is The Divine Jetta at Marcus Corporation  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
For the playlist running power add the name The Best Is Yet to Come  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Please play some music from 1996  [predicted:  GetWeather ; correct:  PlayMusic ]
Plpay my Disco Fever playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Let me listen to The Music Of Nature album by Paul Draper.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
find Fox Theatres with The Caretaker  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to take christy, louise and alexandra to eat at 17:38:04 anywhere in NE  [predicted:  GetWeather ; correct:  BookRestaurant ]
I'd like a reservation for Thornbury Castle three hours from now in NM.  [predicted:  GetWeather ; correct:  BookRestaurant ]
Where is Winterheart’s Guild  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I would like to add to my plalist, Visjoner onto the old school metal one  [predicted:  BookRestaurant ; correct:  AddToPlaylist ]
Book spot in Fults in Federated States Of Micronesia  [predicted:  GetWeather ; correct:  BookRestaurant ]
Can you put live in detroit on the playlist Peaceful Piano  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Book reservation for my nieces and I at Light Horse Tavern  [predicted:  GetWeather ; correct:  BookRestaurant ]
Book reservations at a restaurant in Olton around supper time  [predicted:  GetWeather ; correct:  BookRestaurant ]
Add to playlist i love my neo soul the name national treasure book of secrets  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Make me a reservation somewhere near here for me and my step brother by adeline's apartment  [predicted:  GetWeather ; correct:  BookRestaurant ]
