I want the song Phrazes for the Young  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
looking for Free Four: Tobias Tells the Divergent Knife-Throwing Scene  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to find a nice coffeehouse in South Burlington Illinois  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Tell me where I can watch Common Law Cabin  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Play a trailer for Give It All  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Will it get chillier in Arkinda, Myanmar?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
ticket for The Perfect Man at Dickinson Theatres at 10 A.M.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to read the book The Lion Sleeps Tonight  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I want to watch Fist of the North Star 1 minute from now  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
Can I get the Cineplex Odeon Corporation showings for Small Town Story?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
read the book Journal of the Bombay Natural History Society  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I want to listen to an album from Sibel.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
give me a list showtimes for The Night of Taneyamagahara  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
I'm wondering when I can see Hurry Sundown.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
therese, clara and I want to go to the Tennessee Ridge  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Get a chimichanga meal at a bakery  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
I'd like to watch The Utopian Society  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I watch The Sword of Ali Baba at two p.m.?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Where is Mother and Child plkaying  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
could you please show me movie schedules  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I need seats for 6 at CHAR No.4 in Georgia  [predicted:  RateBook ; correct:  BookRestaurant ]
find 16 starting time for Heavenly Body  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
give me some Hank Shermann from 1975 on Lastfm  [predicted:  GetWeather ; correct:  PlayMusic ]
I need a SOUNDTRACK FOR STUDY purposes.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
What are the current showtimes for Love Fiction?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I'd like to see the picture The Collection – The Collector 2  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I want to see showings for The Voice of Merrill at my cinema.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Show me showtimes at the cinema for Chain of Events.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to hear the song Daimidaler: Prince vs Penguin Empire  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'm looking for a movie schedule at the Cooper Foundation.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Showtimes for Medal for the General  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
What is Dear Old Girl Cooper Foundation  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Let me know when I can watch Actrices.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play Hell House song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Find me the book My People Were Fair and Had Sky in Their Hair… But Now They’re Content to Wear Stars on Their Brows  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Where Can I watch Chaos and Desire?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
party of six this week in Oman  [predicted:  GetWeather ; correct:  BookRestaurant ]
I want to eat in Wallis and Futuna and get a blizzard  [predicted:  BookRestaurant ; correct:  GetWeather ]
What is the current selling price of the novel The Sims 3: Island Paradise?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
what time can i see Mojave Phone Booth  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can I get the Butterfly Crush showings  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Turn on Slacker radio.  [predicted:  GetWeather ; correct:  PlayMusic ]
I'd like to watch Wish You Were Dead  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to book a restaurant in 40 weeks in Iowa.  [predicted:  BookRestaurant ; correct:  GetWeather ]
I'd like to watch The Slender Thread at 6 PM  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
can i lesten to the latest album of T-bone Burnett  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
find National Amusements with Honey, I Shrunk the Kids  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Ad Amal Hijazi tune to my Pura Vida  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
Find me the showtimes for How to Commit Marriage.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
show me the schedule of Dead Snow  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is The Man Who Won playing at 6 P.M.?  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
I wish to listen to Gonna Get Along Without Ya Now by Ian Curtis.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
find The Broken  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where is White Bim Black Ear  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Put any 1972 record on.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
my sons and I want to dine at The Water Club in Georgia  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Open Netflix and find a movie with the song heartful  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I want to listen to some Aaliyah  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Please open pandora for me  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I'd like to see Forgetting the Girl.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When can I see Salaam-e-Ishq: A Tribute To Love at B&B Theatres?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where and at what time can I see Paragraphe 78  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
this chronicle rates a one for First Contact?  [predicted:  GetWeather ; correct:  RateBook ]
I want to be Main Deli Steak House near Hendley.  [predicted:  SearchScreeningEvent ; correct:  BookRestaurant ]
rate the book The Guernsey Literary and Potato Peel Pie Society a five  [predicted:  BookRestaurant ; correct:  RateBook ]
When and where can I watch National Priority?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Endless Horizons  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
will it be chilly at 0 pm in Guam  [predicted:  RateBook ; correct:  GetWeather ]
Plpay my Disco Fever playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to listen to iheart radio's chill out playlist please.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
something on Spotify please  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Add a song by Jil Y Creek to my spring music  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
find Berlin to the Samba Beat  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I need a table at a restaurant in Montserrat  [predicted:  BookRestaurant ; correct:  GetWeather ]
Can ten green bottles be added to brooklyn beat?  [predicted:  GetWeather ; correct:  AddToPlaylist ]
I'd like to watch All on the Red at 9 o'clock  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
I want the Turbonegro album to go on the playlist called Genuine R&B  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
Plaly The Ladybug Transistor by Loreena Mckennitt.  [predicted:  GetWeather ; correct:  PlayMusic ]
Will you pull up my Jueves de Antaño playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Is You Will Meet a Tall Dark Stranger at Bow Tie Cinemas  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
When is One by One playing?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
PLpay the top ten track from Asia Nitollano on spotify.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Start playing anything Mike Muir made in the thirties  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
I'd like to watch A Storm in the Stars at North American Cinemas  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
is Terminal Station at Cinemark Theatres  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to listen to Foreign Affair.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Please find the schedule for Jappeloup at Bow Tie Cinemas.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where and when can I see The Image Makers  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to see Snowball Express  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Plan an album by Roni Duani.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
is Las aventuras de Zachary Beaver at Harkins Theatres  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Start blasting my Latin Jazz playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
give me some Last Emperor  [predicted:  GetWeather ; correct:  PlayMusic ]
Something by Danielle Polanco in 1986  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Play the Knockabout soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to watch Three Word Brand at the cinema  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
Play me the song Just to See You Smile.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
is Unbeatable Harold at Century Theatres  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
where can i watch Wartime Romance in the morning  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Locate a cafeteria for two that serves deviled crab  [predicted:  GetWeather ; correct:  BookRestaurant ]
Can i get the showtimes for Man in Blues?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What time does Tie a Yellow Ribbon play at Magic Johnson Theatres?  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
An interesting piece from 1991 please  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
find Dipson Theatres with Swiss Army Man at 8 p.m.  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
Find Merry Arizona 97: Desert Stars Shine at Christmas  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Is A Short Film About Killing at North American Cinemas  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Put Lo mejor de Radio 3 on in the background  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Can i get todays showtimes for Le Flic de Beverly Hills 2?  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
I want to see the trailer for No One  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Play me the soundtrack for Nothing Personal.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Is Dummy playing at two a.m.?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
put my raining playlist on  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
What is the cheapest online price for the Instincts saga?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
i want to watch Ghosts of the Abyss at Kerasotes Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can you pull up Channel M News  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to listen to the track Close To The Edge  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
rate the book series Sons of Destiny a five  [predicted:  BookRestaurant ; correct:  RateBook ]
find The Dead Matter at Speakeasy Theaters  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Lost in Space  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
need a table now somewhere nearby Petit Manan National Wildlife Refuge  [predicted:  BookRestaurant ; correct:  GetWeather ]
What time does The Maze start at Cineplex Odeon Corporation  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
rate tune to my natalie macmaster viajes  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
What time is Swarna Trishna playinh at Loews Cineplex  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Italy Has Awakened at a Goodrich Quality Theaters  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Shanghaï Express  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Wild at Heart  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find The Terror Within  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Three in the Attic  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
put my Family Road Trip playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
where is Wild America showing at zero P.M.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Find time for Trouble for Two in one minute at Landmark Theatres  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
book of Two for the Road  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
What are the Mann Theatres showtimes for Secret Sunshine  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Can you let me know when Troopers Three is scheduled?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Can I get The Marine 2 showtimes.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Go to the movie The Best of Pirates of the Mississippi  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Can i see the Boat People?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
find Vegucated starting at zero pm  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I'd like to watch May Blossom  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Un weekend da bamboccioni  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'm looking for a movement by Asim Brkan that's on Netflix best channel  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I'd like to see the book City University of Hong Kong Law Review  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
find Kebab Connection  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find time for The Thirty Nine Steps  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Will it be chillier at my current location in one minute?  [predicted:  RateBook ; correct:  GetWeather ]
Please look for The Pagans at movie house.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
