Lets go to a steakhouse before we go to the pool  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Open my acoustic concentration playlist and play an entire album  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Look for the movie Darkness Come Alive  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'd like to play the song In a Reverie  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Put hampartsoum limondjian in running to rock 170 to 190 bpm  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Please give me information on when Prisoner of Zenda will be shown.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Will it be sunny in Occoquan Bay National Wildlife Refuge by tea time?  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
find Good Night, and Good Luck at a Cinemark Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I give The Spirit of St. Louis a 1  [predicted:  GetWeather ; correct:  RateBook ]
Is it cloudy in the same area of Lynn Shore Reservation  [predicted:  BookRestaurant ; correct:  GetWeather ]
I want to see Outcast.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When and where can I watch National Priority?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Berlin to the Samba Beat  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
is there a program about The Last Flight?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Is it supposed to rain nearby my current location at 0 o'clock?  [predicted:  RateBook ; correct:  GetWeather ]
Will it get warmer in Berkley  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
when can i see We and Our Mountains  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
read the novel On-Line Encyclopedia of Integer Sequences  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Will it get chillier in Las Lomas, British Virgin Islands on Nov. the 21st?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Play me the song Just to See You Smile.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Go to the movie The Best of Pirates of the Mississippi  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Is The Two Gladiators playing  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I'd like to watch The Holy Office at Cooper Foundation  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to watch A Storm in the Stars at North American Cinemas  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
What is it like on 7/10/2023 in the current place  [predicted:  RateBook ; correct:  GetWeather ]
I want to see Medal for the General  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Mysterious Castles of Clay  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Will it be colder in the Apache-Sitgreaves National Forest at 6 Pm .  [predicted:  RateBook ; correct:  GetWeather ]
Search The Olympic Champ book.  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I'd like showtimes for The Story of Wish You Were Here.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Put the joy division the complete bbc recordings on 40 hits  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Will it be humid at the current location one minute from now?  [predicted:  RateBook ; correct:  GetWeather ]
i want to see JLA Adventures: Trapped In Time  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I see Young Goethe in Love?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find The Dead Matter at Speakeasy Theaters  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to watch The Slender Thread at 6 PM  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
Give me the showtimes for Sign of the Anchor.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Where is White Bim Black Ear  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to see Shattered Image.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Who was the artist who did the painting called Spyro 2: Season of Flame?  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
want to eat at Diners of Allentown, Pennsylvania on purim  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Add Spanish Harlem Incident to cleaning the house  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
When can I go see The Untold Story?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Put The Orange and the Green on Los 40 Radio Éxitos  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Book a restaurant 1 hour from now in Dorchester Shores Reservation  [predicted:  BookRestaurant ; correct:  GetWeather ]
find Lost in Space  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can I see Ellis Island Revisited in 1 minute  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Is it going to be humid faraway from here around dinner time  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
I'd like to know when I can see The Taking of Flight 847: The Uli Derickson Story at Amco Entertainment.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Playground, a book  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Can I get the showtimes for The Scarlet and the Black  at 12 pm.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to book a restaurant in Neshanic Station Nigeria for 06:18:13 pm  [predicted:  BookRestaurant ; correct:  GetWeather ]
Please look up the Around the World in Eighty Days movie.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
i want to watch The Shamrock Handicap right now  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Look for the movie Songs in the Key of You  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Can you pull up My Name Is Brain Brian  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
play the Graduate Faculty Philosophy Journal album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Find a top fifty zahir howaida concerto from the seventies  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
will it get chillier within walking distance of PW  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
Will there be snowfall at the current location at 3 o'clock?  [predicted:  RateBook ; correct:  GetWeather ]
Can you let me know where I can watch The Nest?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What time does Kraken: Tentacles of the Deep play  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
I'd like to watch Apocalypse 2024  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to see Fear Chamber.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find an Oasis Drive-In close-by Beach 105th St.  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Find me the Balance and Timing book  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
read the Background to Danger book  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I want this song on the playlist called chill vibes  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Bring up the book Perfume: The Story of a Murderer  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
What is Fantasy Zone II: The Tears of Opa-Opa  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Can I hear the song Visual Audio Sensory Theater?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
will it be sunny in my current place at 6 am  [predicted:  RateBook ; correct:  GetWeather ]
play saga The Yellow Rose of Texas  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Will it get chillier in 2 seconds in Republic of the Congo?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
my sons and I want to dine at The Water Club in Georgia  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
What are the showtimes for Boy of Mine  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
show fog conditions at 7 am in NH  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
is Ce cher intrus at IMAX Corporation  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Show me whether Iceland will be colder than it was last april  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Where can I  get Lahore  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Where can I get Fight for Anarchy  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find Blood Moon: Year of the Wolf, a movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Can you find me the Stand Proud book?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I need the book titled Lullaby of Broadway  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Will it be sunny at three pm in my current position  [predicted:  RateBook ; correct:  GetWeather ]
Does the forecast show a storm in Maquoketa, NH around July sixth?  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
In UT at 7 pm will it be snowy  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Include stefanie in Pre-Party R&B Jams  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Need to see if there will be fog  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
I'd like to see Forgetting the Girl.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
therese, clara and I want to go to the Tennessee Ridge  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Play The XYY Man soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Can you find me the movie, The Girl and the General?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Start playing my Disney playlist.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Go to Attack of the Planet Smashers  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
want to eat somewhere windy in NM  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
is One Night Surprise at the cinema  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
what film to see at ArcLight Hollywood  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Chained Heat  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Add this song to my list called The Birth of Cool  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
When is One Sunday Morning scheduled to be played?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I would like this artist on drum & breaks.  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Can I get the showtimes for Fit for a King?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find The Bride  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
in 17 minutes  will it be foggy in Songimvelo Game Reserve  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Will it be chillier at my current location in one minute?  [predicted:  RateBook ; correct:  GetWeather ]
painting of Live from the El Rey Theatre  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Who rated the book Women, Culture, and Society only 3 stars?  [predicted:  BookRestaurant ; correct:  RateBook ]
Find a reservation for a tea house in Lorain  [predicted:  SearchScreeningEvent ; correct:  BookRestaurant ]
Can you get me the Growing Artichokes in Mimongo movie?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Where can I watch The Sword of Ali Baba at two p.m.?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What song is Detective Conan: Dimensional Sniper  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Listen to Dragon Ball: Music Collection  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Rate The Keys to the White House a zero  [predicted:  GetWeather ; correct:  RateBook ]
ad this track by Isobel Campbell to my Folk for Kids list  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
my jazz for loving couples needs more push the button  [predicted:  GetWeather ; correct:  AddToPlaylist ]
play Hell House song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to eat in Rowan Bay on a nice cloud less day  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
I think that this book deserves a 3  [predicted:  BookRestaurant ; correct:  RateBook ]
I need the wather for next week in the Philippines  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
I want to see DOA: Dead or Alive at Loews Cineplex Entertainment.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to watch May Blossom  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I see The Prime Ministers: The Pioneers  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
show me the schedule for The Oblong Box  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Book PM Park, Clear Lake, Iowa at 5 am for 6 people.  [predicted:  RateBook ; correct:  BookRestaurant ]
What will it feel like on patriot's day on South Georgia and the South Sandwich Islands  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Is Dummy playing at two a.m.?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Please get seating at Bouchon in Tonga for jimmie and chasity howard  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
SCORE:  2963 / 3129  ( 0.9469479066794503 )
find Kebab Connection  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to watch Wish You Were Dead  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What is Love in a Mist?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Look up Three Fantastic Dances  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I'd like to see the saga Tamagotchi 64: Minna de Tamagotchi World  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Where can I see the movie Across the Line: The Exodus of Charlie Wright?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
What is A Romance of the Halifax Disaster  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find Invisible Child at Southern Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Look for the Itv.com song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find To Each His Own Cinema, an album  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play The Great Adventures of Slick Rick game  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
