this album is the last and rated five  [predicted:  AddToPlaylist ; correct:  RateBook ]
book in Rocky Mound for four 1 hour from now  [predicted:  RateBook ; correct:  BookRestaurant ]
Plaly The Ladybug Transistor by Loreena Mckennitt.  [predicted:  GetWeather ; correct:  PlayMusic ]
therese, clara and I want to go to the Tennessee Ridge  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Will it get windy this week-end in Selva Jedediah Smith?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Can i use Lastfm to listen to Twilight Time by Dj Khalil?  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
When can I see The Crew of the Dora  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
give me something from the fifties  [predicted:  GetWeather ; correct:  PlayMusic ]
When can I see Ghost World  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to hear Merry Go Round by Gary Nichols from Groove Shark please.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
add The Go Find to Sólo para dos  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
find Half a Truth  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can my electro sur have this song added to it?  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Give me some Musica Post-industriale from Groove Shark  [predicted:  GetWeather ; correct:  PlayMusic ]
I want to listen to Foreign Affair.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
last melody of Bob Hardy on Iheart  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Can you play a top 5 song by Manos Hadjidakis  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
my sons and I want to dine at The Water Club in Georgia  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
What time does the next movie play around here  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
i want to see JLA Adventures: Trapped In Time  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to hear Dave Seaman's ep  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Put any 1972 record on.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Put Lo mejor de Radio 3 on in the background  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Where can I see Getting There: Sweet 16 and Licensed to Drive  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to see Shattered Image.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
show me the schedule for Rat Rod Rockers!  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Book PM Park, Clear Lake, Iowa at 5 am for 6 people.  [predicted:  RateBook ; correct:  BookRestaurant ]
Where can I get the novel Flesh-Colored Horror  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to listen to an album from Sibel.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I want to listen to Born On The Bayou on Iheart  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Let me hear the top album by the artist, Skin.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I want to hear a symphony by Raf  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Find time for Ace of the Saddle  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Go to Attack of the Planet Smashers  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Include Hermann Baumann in my Texas Red Dirt list  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
Is The Two Gladiators playing  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Can I see William Comes to Town at KB Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to see showings for The Voice of Merrill at my cinema.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Please anything good by Chieko Ochi  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Plays some akb48 on Youtube  [predicted:  GetWeather ; correct:  PlayMusic ]
Is it warm in the current spot?  [predicted:  RateBook ; correct:  GetWeather ]
where can i watch Willy Wonka & the Chocolate Factory  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Need a booking for 6 in OK for the city of Boonton  [predicted:  RateBook ; correct:  BookRestaurant ]
something on Spotify please  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I want to hear the greatest hits from King Ov Hell on vimeo  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
put my Family Road Trip playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I want novena on a nocturn added to the playlist called Gold Edition  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
What theater is playing Death Drums Along the River at 5 PM  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
The ultimate 90s needs avant que l’ombre à bercy in it.  [predicted:  GetWeather ; correct:  AddToPlaylist ]
I'd like to play the song In a Reverie  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I need to know if its humid in Greenback in Mongolia  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Let me listen to an eighties ep.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Find the novel WWE Legends of WrestleMania  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play my Masters of Metal playlist on Spotify  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I need some Hardcore Hip Hop  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Where can I see The Prime Ministers: The Pioneers  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Freud: A Life for Our Time deserves a solid 4  [predicted:  GetWeather ; correct:  RateBook ]
Listen to Dragon Ball: Music Collection  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to hear the album Picchio Dal Pozzo from Con Hunley  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to hear Nas's greatest ballad  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
find 16 starting time for Heavenly Body  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Will it get rainy like last March in Hagerman, Saint Vincent and the Grenadines?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
add Please, Please, Please, Let Me Get What I Want to my crate diggers anonymous  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
I want to eat somewhere that is faraway from Iowa.  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
I want to hear something from Post-punk Revival  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Turn on Slacker radio.  [predicted:  GetWeather ; correct:  PlayMusic ]
Whens the next showing of The Game of Their Lives  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
this winter, meredith, betty and erika want to food at a gastropub that is in the same area as fran's location.  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
put live and rare into dancehall official  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
show me the schedule for The Oblong Box  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
my step aunt and I want to go cheese fries at the tavern  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
me and my mummy want to go to an indian bar next winter within the same area of Cortelyou Rd  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
ad i should have known better to this is bb king  [predicted:  GetWeather ; correct:  AddToPlaylist ]
I want to see Teeny Little Super Guy at Malco Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to hear an album from 2010  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
find start time in 12 seconds for National Bomb  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is it humid in my current spot  [predicted:  RateBook ; correct:  GetWeather ]
Play the top five songs from Robert Lockwood Junior.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Will you pull up my Jueves de Antaño playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
give me some Hank Shermann from 1975 on Lastfm  [predicted:  GetWeather ; correct:  PlayMusic ]
Play Step Up Your Game by Marc Cohn.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Find me Third Man on the Mountain at a cinema  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to see Married to the Enemy 2 at a cinema.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
See if Netflix has the Lightspeed Champion album boris  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
find Death Is Called Engelchen at Neighborhood Cinema Group  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
show the schedule of Unborn but Forgotten  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Show me a novel by Onnaam Muhurtham  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to hear a symphony from Kano  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Let me listen to Rouhollah Khaleghi on deezer.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
read the novel On-Line Encyclopedia of Integer Sequences  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
put El Mejor Rock en Español playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to see Snowball Express  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is The Day of the Beast playing at three p.m.?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Lets go and take elsa and I to Westhampton Beach in 1 hour to the american chinese cuisine at the tea house  [predicted:  SearchScreeningEvent ; correct:  BookRestaurant ]
Find me music by Kaori Utatsuki off the album that has top-twenty hits  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
painting of Live from the El Rey Theatre  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want something from the year 1961 that was on record from deezer  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Where can I watch The Mark in a cinema  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
will it be sunny in my current place at 6 am  [predicted:  RateBook ; correct:  GetWeather ]
my niece and I want to visit a food court in Callicoon, Tennessee  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
I want to see Sympathy for the Devil  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to know the temperate from January the twentieth in Brazil  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
On Jun. the sixteenth, 2032 I'd like to go to Dillard House in Putnam Hall  [predicted:  SearchScreeningEvent ; correct:  BookRestaurant ]
find Naomi & Wynonna: Love Can Build a Bridge  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
where is Wild America showing at zero P.M.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Can this song get added to lunchtime?  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
my té para tres needs Brave and Crazy added on.  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
Let's listen to the best from Jeff Loomis.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I wish to listen to Gonna Get Along Without Ya Now by Ian Curtis.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
find Three in the Attic  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
What song is Detective Conan: Dimensional Sniper  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to see Fear Chamber.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
give Jackass Investing a three  [predicted:  GetWeather ; correct:  RateBook ]
turn on Last Fm to listen to Chara ballad from 1988  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I want to listen to the track Close To The Edge  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I want to hear Shooby Taylor's Tearing Up The Album Charts.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
find Set the Thames on Fire for seventeen  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Please call and reserve seating for march 6 at a diner in Kyrgyzstan  [predicted:  RateBook ; correct:  BookRestaurant ]
I need the book titled Lullaby of Broadway  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I want to see Outcast.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find Secret Command.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'm looking for a movement by Asim Brkan that's on Netflix best channel  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Please look for The Pagans at movie house.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Open Netflix and find a movie with the song heartful  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
find Wild at Heart  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play the album Will Rap Over Hard Rock For Food  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I need to hear the song Aspro Mavro from Bill Szymczyk on Youtube  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
in 17 minutes  will it be foggy in Songimvelo Game Reserve  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
find Heat Wave  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play The XYY Man soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to see Michel Strogoff  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Show me when and where I can see Song of Summer  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
give me some Last Emperor  [predicted:  GetWeather ; correct:  PlayMusic ]
Play my Women of Rock playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
this chronicle rates a one for First Contact?  [predicted:  GetWeather ; correct:  RateBook ]
An interesting piece from 1991 please  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Put The Silent Enigma album by Yoko Kanno  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Bring up the book Perfume: The Story of a Murderer  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Can you pull up My Name Is Brain Brian  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Go to Mick Fleetwood on my Vimeo  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Please include Emily Remler in Indie Bluegrass  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
I want to hear the last album from Carsten Bohn  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'm looking for something by Young Rome from 2001 on Groove Shark  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
The Battle for Skies gets a three  [predicted:  GetWeather ; correct:  RateBook ]
I want to hear Ready by Frankenstein Drag Queens From Planet 13  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Something by Danielle Polanco in 1986  [predicted:  GetWeather ; correct:  PlayMusic ]
