what will be the temperature 1 minute and 8 seconds from now in Green Bottom Wildlife Management Area  [predicted:  BookRestaurant ; correct:  GetWeather ]
Lets take me, cherry and tracie to a Noyack bar  [predicted:  GetWeather ; correct:  BookRestaurant ]
Play the trailer for A Lineage of Grace  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find A Feather in Her Hat at Magic Johnson Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Wish to hear the album Since I Saw You Last  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Where can I see The Somme starting at 16:01:04?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to play the game The Celestial Hawk  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Un weekend da bamboccioni  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to hear some The Roches  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Where can I read the book The Omega Stone?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
will it be chilly at 0 pm in Guam  [predicted:  RateBook ; correct:  GetWeather ]
Turn on Slacker radio.  [predicted:  GetWeather ; correct:  PlayMusic ]
I'd like to hear Helen Baylor  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Is The Divine Jetta at Marcus Corporation  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I'd like to hear Don Airey's Gonna Raise Hell  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
I want to hear a top five ballad from 2002  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Where is All Night Long 3 playing 1 hour from now  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to listen to a popular melody by David Bazan  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
find National Amusements with Honey, I Shrunk the Kids  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When can I see Journey to the End of the Night?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find the schedule for Brick.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Let me listen to Rouhollah Khaleghi on deezer.  [predicted:  GetWeather ; correct:  PlayMusic ]
fimd Glory  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Will it be chillier at my current location in one minute?  [predicted:  RateBook ; correct:  GetWeather ]
find The Watcher at United Paramount Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to watch Demolition Man at 11:09 PM  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
put my Family Road Trip playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play The Aviation Cocktail album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
What is the current selling price of the novel The Sims 3: Island Paradise?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
I am looking for Shoot Me Down  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
What is the Read All About It picture?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to read the novel Alone at the Microphone  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
play Cry Baby Lane  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play me a song from Movies For The Blind on Pandora  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Can you pull up the American Music Awards of 1975  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want ohear the 1996 soundtrack from deezer  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Pull up the movie Toy and Help Yourself  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Can you give me weather details for my current spot  [predicted:  RateBook ; correct:  GetWeather ]
Lets eat near Oakfield 17 seconds from now at Ted Peters Famous Smoked Fish  [predicted:  GetWeather ; correct:  BookRestaurant ]
I want to hear the Live At Slane Castle album by Haifa Wehbe  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to hear some trip-hop  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
What is the cheapest online price for the Instincts saga?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find The Colour of the Chameleon  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Lets eat at Newport Creamery in Carnot  [predicted:  GetWeather ; correct:  BookRestaurant ]
What time will Paris by Night aired  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to eat in Ramona  [predicted:  GetWeather ; correct:  BookRestaurant ]
find Hear Me Good  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is The Day of the Beast playing at three p.m.?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I'd like to see Sex Tape - Finiti in rete  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'd like to see the book The Royal Thousand  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I'd like to see the book City University of Hong Kong Law Review  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Where and at what time can I see Paragraphe 78  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to see the current showtimes for His Kind of Woman  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
I want to listen to some Aaliyah  [predicted:  GetWeather ; correct:  PlayMusic ]
Play me the song Aap To Aise Na The.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Give me some info on when Hands Across the Border will be laying at the cinema.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
i want to see Return to Yesterday  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What time will the Amco Entertainment  be plying The Teeth of the Tiger  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
find Death Is Called Engelchen at Neighborhood Cinema Group  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Give me the current showtimes for Tarass Boulba.  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
use Iheart to listen to retro  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Show me the movie Purple Heart Diary.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find me showtimes for A Christmas Story starting at eleven o'clock.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Endless Horizons  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Go to the movie Welcome to Tokyo  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Can I buy the book Vacation of Petrov and Vasechkin online?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Play me the soundtrack for Nothing Personal.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Where can I buy the movie Totality  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Look up The Brave Archer 2  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Turn on Spotify to Tiny Tim ep  [predicted:  GetWeather ; correct:  PlayMusic ]
I'd like to watch films anywhere nearby  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What time does A King in New York play in Malco Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
is Las aventuras de Zachary Beaver at Harkins Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find the Fields of Sacrifice movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find Set the Thames on Fire for seventeen  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find Captain Kronos - Vampire Hunter.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to hear Nas's greatest ballad  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
SCORE:  2858 / 3140  ( 0.9101910828025478 )
I want to see the trailer for No One  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Please get me seating at the tavern in Red Lick, Michigan  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Open youtube  [predicted:  GetWeather ; correct:  PlayMusic ]
I want to listen to an ep from 1998.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Find the schedule for The Kentuckians.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Will it be hot at 13:19 in De Funiak Springs Serbia and Montenegro?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Go to Mick Fleetwood on my Vimeo  [predicted:  GetWeather ; correct:  PlayMusic ]
show the schedule of Unborn but Forgotten  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find Mahalakshmi Iyer music on Netflix  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I want to hear my Entre los Andes playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'm looking to bring shawn, marguerite and della to a place to eat at near Rwanda.  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Will it be sunny at three pm in my current position  [predicted:  RateBook ; correct:  GetWeather ]
Look up The Reverse of the Medal  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Will it be colder in the Apache-Sitgreaves National Forest at 6 Pm .  [predicted:  RateBook ; correct:  GetWeather ]
Is the start eim 23 hours twenty one minutes and one second from now for Morgan – A Suitable Case for Treatment at Santikos Theatres  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
find the novel Playlist: The Very Best of Brad Paisley  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
rate the book The Guernsey Literary and Potato Peel Pie Society a five  [predicted:  BookRestaurant ; correct:  RateBook ]
Play a tune or two from Kansas City, Missouri  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Where is Chips in Crouch  [predicted:  GetWeather ; correct:  BookRestaurant ]
I'd like to hear Infinite Indie Folk on Slacker.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Will it be hotter at my current place at 02:22:32 pm  [predicted:  RateBook ; correct:  GetWeather ]
put on a Serge Robert track  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Search for The Nations  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Rat Short Trips: A Christmas Treasury a 3  [predicted:  GetWeather ; correct:  RateBook ]
find Partners in Action at Dickinson Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want something from the year 1961 that was on record from deezer  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Where do i purchase the book, Baby-Sittor?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
put Joseph Utsler on All Out 70s  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Which cinema can I go to to see Lilly the Witch: The Dragon and the Magic Book?  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
find Long Hello and Short Goodbye, a movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I have a party of 7 in East Timor  [predicted:  GetWeather ; correct:  BookRestaurant ]
When can I see Ghost World  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find me a coffeehouse for nine in Indiana that has access to a pool  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
renee sanders, marlene and jewel want to go to a gastropub in the spa  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Will it be overcast in my current location at twelve PM.  [predicted:  RateBook ; correct:  GetWeather ]
i want to listen to Say It Again by Blackstratblues  [predicted:  GetWeather ; correct:  PlayMusic ]
Find the McGill Law Journal movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find the schedule for Heart Beats.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Please pull up the album, The Last War  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I would like to hear something from Groove Shark  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
will Dick Tracy e il gas misterioso start twenty one hours from now  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
looking for Liberalism and the Limits of Justice  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Get me information on The Riverfront Times  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to hear music off my Indie Festival playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Where can I  get Lahore  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
What time is A Battle of Wits starting?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Show me when and where I can see Song of Summer  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Put this shelter from the storm on r&b party classics  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Lets go to a steakhouse before we go to the pool  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Book a restaurant on June the fifth in Cavour.  [predicted:  BookRestaurant ; correct:  GetWeather ]
Can you pull up Channel M News  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to see Train  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play music from Art Porter Junior movie sound track using Vimeo  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
play Hell House song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Give this book a 2.  [predicted:  BookRestaurant ; correct:  RateBook ]
play the album Journeyman  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play a trailer for Give It All  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Ad Amal Hijazi tune to my Pura Vida  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
show me The Best Of: Volume 1 TV series  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I want to hear Richard Falomir's best song on Pandora  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
party of four somewhere in SD  [predicted:  RateBook ; correct:  BookRestaurant ]
some me a Healthy picture  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Where can I purchase Paradise Tonight online?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
What time can I watch Son of Rambow Tonight at Fox Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can ten green bottles be added to brooklyn beat?  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Go to the movie The Best of Pirates of the Mississippi  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Live In L.aJoseph Meyer please  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
give me the showtimes for Down Where The Buffalo Go at Amco Entertainment  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Put The Silent Enigma album by Yoko Kanno  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to watch films anywhere nearby  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What time does A King in New York play in Malco Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
