I want to listen to an album from Sibel.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Look for Conducting from the Grave  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play best fourties from david izquierdo on album  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
what are the movietimes for films in the neighbourhood  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play me an album by Lunchbox  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
What time is The Corner playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to see The River of Stars TV series  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
play the greatest 1972 album by Wes Dakus  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Where can I find the novel Meast  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play Everybody Wins trailer  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
What time is The Bride Wore Boots playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Mysterious Castles of Clay  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
casey and I will be in Kentucky for food  [predicted:  GetWeather ; correct:  BookRestaurant ]
Find the novel What We Did on Our Holiday  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I'd like to watch films anywhere nearby  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
what theaters are showing A Lonely Place to Die – Todesfalle Highlands starting at 14:40  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find a TV series called All Time Greatest Movie Songs.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
book in Vermont at The Maisonette  [predicted:  GetWeather ; correct:  BookRestaurant ]
I'm looking for something by Young Rome from 2001 on Groove Shark  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
add hold my liquor to electroNOW  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Need to see Mother Joan of the Angels in one second.  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
What time is Unholy Women playing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Rate The Drowning a 3.  [predicted:  GetWeather ; correct:  RateBook ]
Show the Three Tales album  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
where is Beyblade: Fierce Battle playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
rate the book saga West with the Night a 2  [predicted:  BookRestaurant ; correct:  RateBook ]
Find a movie called Dorothy and the Witches of Oz.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Can you locate the novel, Ismol Family  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
where can i watch Key to the City  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What time could I see A Mile in His Shoes?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What Howards End cinema is near?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Start blasting my Latin Jazz playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Find Family Feud novel  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
What time is Between Tears and Smiles playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is Goodbye Mr. Chips showing twelve minutes from now  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Plays some akb48 on Youtube  [predicted:  GetWeather ; correct:  PlayMusic ]
I want to read the novel Pokémon the Movie: Black—Victini and Reshiram and White—Victini and Zekrom.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to see the book, The Mailroom: Hollywood History from the Bottom Up  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Is Happy Ghost III at Caribbean Cinemas  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I need a SOUNDTRACK FOR STUDY purposes.  [predicted:  GetWeather ; correct:  PlayMusic ]
Please give me information on when Prisoner of Zenda will be shown.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Search for The Dark Side of the Mind movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Where to buy Education for Chemical Engineers  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Add the current artist to my sxsw latin  [predicted:  RateBook ; correct:  AddToPlaylist ]
Book a cafeteria with wifi  [predicted:  GetWeather ; correct:  BookRestaurant ]
What time is Atlantis, terre engloutie playing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When is One Sunday Morning scheduled to be played?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
play The Rest of My Life  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
where is The Incite Mill playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find a pub for me in FM  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
I want to give this book zero  [predicted:  BookRestaurant ; correct:  RateBook ]
rate the book series Sons of Destiny a five  [predicted:  BookRestaurant ; correct:  RateBook ]
What is A Romance of the Halifax Disaster  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Show me the movie Sonic Triple Trouble  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
my jazz for loving couples needs more push the button  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Find me a coffeehouse for nine in Indiana that has access to a pool  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
my rating for Some Doves and Pythons is four  [predicted:  GetWeather ; correct:  RateBook ]
play If You Go  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play the album Have Another Ball  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
trailer of Gate of Thunder  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
play Myth II: Soulblighter  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Where the The Housemaid playing and when  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is The King of the Kitchen playing in fifteen hours?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find the movie Ircle  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
What time is Bloody Twilight playing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
rate Covering: The Hidden Assault on Our Civil Rights 1 point  [predicted:  GetWeather ; correct:  RateBook ]
I wish to listen to Gonna Get Along Without Ya Now by Ian Curtis.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
find Good Night, and Good Luck at a Cinemark Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play the Cabin Fever 2: Spring Fever saga  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Where can I buy a Barometer Clock  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Where can I see No Time to Die?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to listen to the album Magical Girl Lyrical Nanoha StrikerS  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
find The Panic in Needle Park  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to rate The Turbulent Term of Tyke Tiler a 3  [predicted:  BookRestaurant ; correct:  RateBook ]
What time is Do Sher playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
The A Mighty Fortress series should be rated a two  [predicted:  BookRestaurant ; correct:  RateBook ]
Play Pirates of the Caribbean Online  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Find the schedule for Fear Chamber.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What time is The Count playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Look for the Itv.com song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
put my raining playlist on  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I want to hear an album from 2010  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to hear the song Impractical Jokers UK  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to hear Jimmy James from the thirties, play a song on Groove Shark.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play Rob Mills album The Golden Archipelago.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
find a novel called Best Hits Live: Save the Children Speed Live 2003  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
what films are at Cinemark Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Showtimes for Medal for the General  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Where is The Beach of Lost Children playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play Suus to my the funny thing about football is playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
When is Harassed being played at Plitt Theatres?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
rate The Knife That Killed Me a three  [predicted:  GetWeather ; correct:  RateBook ]
play the Putrefactive Infestation trailer  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Is The Angel of Vengeance – The Female Hamlet playing at the cinema at 6 am  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I need a photograph of The Oregon Desert  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Give me some Musica Post-industriale from Groove Shark  [predicted:  GetWeather ; correct:  PlayMusic ]
Can you give me a local and current movie schedule  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
What does For All the Wrong Reasons look like  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
can i lesten to the latest album of T-bone Burnett  [predicted:  GetWeather ; correct:  PlayMusic ]
Play my Masters of Metal playlist on Spotify  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Can i use Lastfm to listen to Twilight Time by Dj Khalil?  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
is Dishyum at the cinema  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
rate The Plutonium Files a five  [predicted:  GetWeather ; correct:  RateBook ]
find The Broken  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'm looking for the novel From a Scream to a Whisper  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Use Groove Shark to play the Today And Tomorrow album  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Look for Summer with Monika  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Where can I see Travelling Light?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Where can I purchase Wuthering Heights  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to read the book Crash Landing  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
What time is The Ladies Diplomat playing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Do you know of a song by the Mande Studies Association?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Look for Little Computer People  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Turn on Spotify to Tiny Tim ep  [predicted:  GetWeather ; correct:  PlayMusic ]
Add On with the Show to my Beast Mode playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
What time is Scream of Stone playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Look for the TV series The Stars at Saint Andrea  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to hear a good album from Toni Cottura.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Can you get seating for 1 person at a cafeteria in Pauls Crossroads  [predicted:  GetWeather ; correct:  BookRestaurant ]
Give Whispers in the Graveyard a five.  [predicted:  GetWeather ; correct:  RateBook ]
in one hour find King of Hearts  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I'm looking for a movement by Asim Brkan that's on Netflix best channel  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play Noche de chicas playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Where can I watch Portrait of a Woman, Nude in 1 hour?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Can I see the album SWAT Force?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want ohear the 1996 soundtrack from deezer  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I'd like to play the album Clarke  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
read the Black-Body Theory and the Quantum Discontinuity novel  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Reserve me seating midday at Bear Hotel  [predicted:  GetWeather ; correct:  BookRestaurant ]
this chronicle rates a one for First Contact?  [predicted:  GetWeather ; correct:  RateBook ]
Play me the trailer for Chasing After Shadows... Living with the Ghosts.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
is Ce cher intrus at IMAX Corporation  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Will it be foggy in 1 hour and 1 minute from now in OK  [predicted:  RateBook ; correct:  GetWeather ]
when can i see We and Our Mountains  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
find 16 starting time for Heavenly Body  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What are the showtimes for Beware! The Blob at Plitt Theatres?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
play Bliss Torn from Emptiness  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
What cinema is The Railway Children  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I need to hear the new Kevin Fowler album  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to watch The Holy Office at Cooper Foundation  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find the movie Yoshimi Battles the Hip-Hop Robots  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to read the book Between a Rock and a Hard Place  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Where is Walt: The Man Behind the Myth playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I listen to the song The Imposter?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I need a novel about Polymer Chemistry.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Which cinema can I go to to see Lilly the Witch: The Dragon and the Magic Book?  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
When is The Blue of Heaven playing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
