I want to hear any top five music from Gene Autry  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to watch Mission to Mir  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I would like to rate The Giant Devil Dingo a 4.  [predicted:  BookRestaurant ; correct:  RateBook ]
Where is All Night Long 3 playing 1 hour from now  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Is it warm in New Jersey in 23 minutes and fourteen seconds  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Need to see if there will be fog  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
find Endless Horizons  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Wish to hear the album Since I Saw You Last  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Will it get chillier in Arkinda, Myanmar?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Is there fog in New York  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Will there be sun in the Manassas National Battlefield Park?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Can you make reservations at a tea house that serves fettucine?  [predicted:  SearchScreeningEvent ; correct:  BookRestaurant ]
play The Catholic Sun album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
In Bon Secour National Wildlife Refuge at twelve pm will it be chilly  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
I didn't like the book Nobody Lives For Ever, I give it a 2.  [predicted:  BookRestaurant ; correct:  RateBook ]
Will it be overcast at 18 o'clock in ID  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Add The Block Brochure Welcome to the Soil 6 onto my Café con Leche list  [predicted:  BookRestaurant ; correct:  AddToPlaylist ]
when can i see Dinosaur from the Deep  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
will there be rainfall the day after tomorrow far from Rodna National Park  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
i want to watch Mister Cool  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Will it be sunny in Occoquan Bay National Wildlife Refuge by tea time?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Nightwork soundtrack download  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find Un weekend da bamboccioni  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I watch The Mark in a cinema  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play The Aviation Cocktail album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to see weather conditions for Ennis.  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
where can i watch Wartime Romance in the morning  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
put this Tripp Eisen song on canta en la ducha  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Can you search A Song for Mama book for me?  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
I want ohear the 1996 soundtrack from deezer  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Will it be hotter in my current place in six weeks from now  [predicted:  RateBook ; correct:  GetWeather ]
Can this song get added to lunchtime?  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Can i get todays showtimes for Le Flic de Beverly Hills 2?  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
find National Amusements with Honey, I Shrunk the Kids  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to see showings for The Voice of Merrill at my cinema.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Include Hermann Baumann in my Texas Red Dirt list  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
Where can I listen to Willy and the Poor Boys  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Is it colder faraway from my current spot?  [predicted:  RateBook ; correct:  GetWeather ]
Is it going to be cloudy in my current spot for dinner?  [predicted:  RateBook ; correct:  GetWeather ]
I need to know is it freezing in MN at 01:27 pm  [predicted:  BookRestaurant ; correct:  GetWeather ]
Will it be stormy not far from ID on 10/2/2021  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
find Three in the Attic  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
casey and I will be in Kentucky for food  [predicted:  GetWeather ; correct:  BookRestaurant ]
turn on Last Fm  [predicted:  GetWeather ; correct:  PlayMusic ]
at my current spot is it going to be hotter on Nov. the eighth  [predicted:  RateBook ; correct:  GetWeather ]
Play the track That Would Be Something from Eden Ahbez  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
read the novel Friend: The Great Legacy  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
For the book Icon of Evil  I rate a 2  [predicted:  BookRestaurant ; correct:  RateBook ]
Where to get painting of Channel 4 News  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find The Flying Ace  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find National Amusements showing The Sea Is Behind  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Will it feel nicer in Finland or New Mexico today  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
find Half a Truth  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
when can iw atch Great Balls of Fire! - Vampate di fuoco  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
where can Ifind You Know Me, a saga  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
How hot will be there in Kanwar Lake Bird Sanctuary tomorrow?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
find Careless Love  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to watch Sherlock Holmes à New York at KB Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When can I catch a screening of Shivers in Summer?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Showtimes for Butterfly on a Wheel.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
find start time in 12 seconds for National Bomb  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play the soundtrack for The Lord of the Rings: Conquest  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Is it freezing at Jasmund National Park  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
is Terminal Station at Cinemark Theatres  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
is it supposed to get colder here on 12/28/2019  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
is it chillier at Narew National Park  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
I want to listen to an album sorted by last, open Google Music and play Paulinho Da Viola.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
will it be freezing in New Ringgold Nebraska  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
find On Dress Parade  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play the song S.F. sound furniture  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
is Las aventuras de Zachary Beaver at Harkins Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
How is the humidity near my current place  [predicted:  RateBook ; correct:  GetWeather ]
When can I see Salaam-e-Ishq: A Tribute To Love at B&B Theatres?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can I get The Marine 2 showtimes.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Open The Second Adventure album by Hans Nilsson  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Will it storm in Charles Pinckney National Historic Site  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
show chillier conditions next week in Camp Bird  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Where and at what time can I see Paragraphe 78  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play Halid 08 by video game pianist on Pandora  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I'd like to watch The Utopian Society  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
include pat smear on Guest List Engadget  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
I want to hear any top five music from Gene Autry  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play the song Two Suns In The Sunset by Airi Suzuki  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Is A Tree Grows in Brooklyn playing in one hour  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Will it get foggy in Spring Hill?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
is Dishyum at the cinema  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I'd like to hear Helen Baylor  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Will it get chillier in 12 years  in Greenland?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
use Iheart to listen to retro  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I want global top 50 to have marit bergman added to it.  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
I want Sugarfoot  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Will it get hotter far away in Afghanistan?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
I'd like to watch All on the Red at 9 o'clock  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find time for Enkitta Mothathe at Pacific Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I need a time of 21 minutes from now for here  [predicted:  BookRestaurant ; correct:  GetWeather ]
find Heat Wave  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can you let me know when Troopers Three is scheduled?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Find a movie called No. 1 In Heaven.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
What cinema is The Railway Children  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
put Kan Mikami on Pre-Party R&B Jams  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
find Naomi & Wynonna: Love Can Build a Bridge  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find A Feather in Her Hat at Magic Johnson Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where to buy painting Target Practice  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to play the game Guitar Heaven ... The Greatest Guitar Classics of All Time  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
find Vegucated starting at zero pm  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to hear a top five ballad from 2002  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
What's the weather going to be like near Sawtooth National Recreation Area at 2 pm?  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
Can I buy the book Vacation of Petrov and Vasechkin online?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Find The Cartel Vol. 2 novel  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find The Broken  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can I get the showtimes for The Kitchen Toto at Cineplex Odeon Corporation.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What are the Mann Theatres showtimes for Secret Sunshine  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Do you have something like Impossible Is Nothing by Abderrahmane Abdelli?  [predicted:  GetWeather ; correct:  PlayMusic ]
listen to ballad songs from 1999  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
fimd Glory  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
In seven hours from now will it rain at my current place  [predicted:  RateBook ; correct:  GetWeather ]
I'd like to watch The Freckled Fish at 00:47:43 at Magic Johnson Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What is the Read All About It picture?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find 16 starting time for Heavenly Body  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'm wondering when I can see Hurry Sundown.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find time for Ace of the Saddle  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What will it feel like on patriot's day on South Georgia and the South Sandwich Islands  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
play Off the Ground  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Will there be a blizzard in White House Curacao  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
find Hear Me Good  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Wild at Heart  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
PLpay the top ten track from Asia Nitollano on spotify.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Find time for Trouble for Two in one minute at Landmark Theatres  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
I want tables for 6 at a kosher steakhouse around Kosovo  [predicted:  RateBook ; correct:  BookRestaurant ]
find Set the Thames on Fire for seventeen  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
where is Wild America showing at zero P.M.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Book the Ballylickey House for 7/16/2027.  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Find time for All About Hash  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can i get the showtimes for Man in Blues?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to hear songs from Iheart  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Is A Short Film About Killing at North American Cinemas  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
i want to watch Ghosts of the Abyss at Kerasotes Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I need the wather for next week in the Philippines  [predicted:  BookRestaurant ; correct:  GetWeather ]
is there a Chinese Wikipedia  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play something by grandmaster flash & the furious five on youtube  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
is Transcending Fear at Malco Theatres  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Will there be a lot of sun in Dry Prong Somalia at 5 pm  [predicted:  RateBook ; correct:  GetWeather ]
I'd like to listen to iheart radio's chill out playlist please.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to see the current showtimes for His Kind of Woman  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
Go to After Dusk They Come  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Listen to Power Gaming playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Is The Matinee Idol 06:30 cinema sold out?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
