Can you please get me the book Dracula 5: The Blood Legacy?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Play Pirates of the Caribbean Online  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
me, bobbie and colette want to go to The Peak Lookout in Felicity  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Find Secret Command.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find On Dress Parade  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play Closer to the Sun album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to see Fear Chamber.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play Suus to my the funny thing about football is playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I'd like to see the movie The Ooze  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to see Outcast.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find me showtimes for How I Unleashed World War II.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Mary Kom starting in one hour  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play the Seamus Heaney Collected Poems song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play The XYY Man soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to see Medal for the General  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
give me some Last Emperor  [predicted:  RateBook ; correct:  PlayMusic ]
play the Graduate Faculty Philosophy Journal album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to play the album Clarke  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
When is The Blue of Heaven playing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Careless Love  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Set the Thames on Fire for seventeen  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play I Could Write A Book  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
find The Panic in Needle Park  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
SCORE:  3034 / 3129  ( 0.9696388622563119 )
where can i watch Key to the City  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When is The Blue of Heaven playing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Does The Yacoubian Building start at 08:39 pm  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to see Fear Chamber.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to go see The Trouble with Girls  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find Mahalakshmi Iyer music on Netflix  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Find the schedule for Ghost World.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
book Bullfeathers  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
I'm wondering when I can see Hurry Sundown.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find Fish Story  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I see The Prime Ministers: The Pioneers  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
i want to watch Mister Cool  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to see Medal for the General  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Live In L.aJoseph Meyer please  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Find the schedule for Heart Beats.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Start up my Independent Music Monday playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
show me the schedule for Rat Rod Rockers!  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When can I see Ghost World  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to see Outcast.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Show me when and where I can see Song of Summer  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can I see Ellis Island Revisited in 1 minute  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to see Married to the Enemy 2 at a cinema.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
does Red e Toby nemiciamici start thirteen hours from now  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Find me showtimes for How I Unleashed World War II.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Which cinema can I go to to see Lilly the Witch: The Dragon and the Magic Book?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I see No Time to Die?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Reserve a place to eat on march fifteenth in China within the same area.  [predicted:  GetWeather ; correct:  BookRestaurant ]
Where is All Night Long 3 playing 1 hour from now  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Play Step Up Your Game by Marc Cohn.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Find Secret Command.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
where can I watch Mabel’s Dramatic Career at twenty two o'clock  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Where can I see Travelling Light?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find the schedule for Death Valley Manhunt.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find the schedule for The Kentuckians.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
book Itsu for Tonight  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Start playing my Disney playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
When is Beneath the Harvest Sky playing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Now and Forever  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Endless Horizons  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
what time can i see Mojave Phone Booth  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Need to see Mother Joan of the Angels in one second.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
show the schedule of Unborn but Forgotten  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Look up the movie schedule  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
what time can i see Girls to Marry  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Brandy in the Wilderness  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What time could I see A Mile in His Shoes?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Book a restaurant in Three Points  [predicted:  RateBook ; correct:  BookRestaurant ]
play Seven Steps To Heaven by Wikluh Sky  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Find the schedule for Success.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to book a restaurant in 40 weeks in Iowa.  [predicted:  BookRestaurant ; correct:  GetWeather ]
Give me the current showtimes for Tarass Boulba.  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
When can I see The Crew of the Dora  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Please play Got The Time  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
show me the schedule of Dead Snow  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to see Michel Strogoff  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
where is My Song Goes Forth playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What time is A Battle of Wits starting?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Find time for The Thirty Nine Steps  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Start up my nostalgic playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Start up my Pachangueo Total playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
find Belle of the Yukon  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
can you put on Like A Hurricane by Paul Landers  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I need a table at a restaurant in Montserrat  [predicted:  BookRestaurant ; correct:  GetWeather ]
Can i get the showtimes for Man in Blues?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can you let me know when Troopers Three is scheduled?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Find the schedule for Brick.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play I Could Write A Book  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Where can I watch Hank Williams: The Show He Never Gave?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When does Of Stars and Men play?  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
when does Miss Sloane play at IMAX Corporation  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
Where can I watch Portrait of a Woman, Nude in 1 hour?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find the schedule for Grand Canyon Trail.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
show me the schedule for The Oblong Box  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to see Shattered Image.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
in one hour find King of Hearts  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want lance king in my list called One Love  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
find Un weekend da bamboccioni  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Mary Kom starting in one hour  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
i want to see JLA Adventures: Trapped In Time  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Whens the next showing of The Game of Their Lives  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
where can i watch Wartime Romance in the morning  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What are the timings for Starship Troopers 2?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Reserve me a resturant for 5 at seventeen o'clock  [predicted:  GetWeather ; correct:  BookRestaurant ]
play Kings Of The Wild Frontier by Andrea Bocelli  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I want to see Train  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
me, bobbie and colette want to go to The Peak Lookout in Felicity  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
When and where can I see A Film with Me in It  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is The Little Irish Girl playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to dine in Luray  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
will Dick Tracy e il gas misterioso start twenty one hours from now  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to see Sympathy for the Devil  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find The Panic in Needle Park  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
SCORE:  3037 / 3129  ( 0.9705976350271652 )
I'd like to see the movie The Ooze  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Where Can I watch Chaos and Desire?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find Secret Command.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to see Outcast.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find a saga with 0 rating called Poems for Midnight  [predicted:  SearchCreativeWork ; correct:  RateBook ]
The Forest should be rated a four  [predicted:  GetWeather ; correct:  RateBook ]
Give me the current showtimes for Tarass Boulba.  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
Play my Black Sabbath: The Dio Years playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I want to see Fear Chamber.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to play the album Beloved Rogues  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
i want to see JLA Adventures: Trapped In Time  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Which cinema can I go to to see Lilly the Witch: The Dragon and the Magic Book?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
will Dick Tracy e il gas misterioso start twenty one hours from now  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
What time could I see A Mile in His Shoes?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to listen to the Music of Ghost in the Shell: Stand Alone Complex  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to watch Wish You Were Dead  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play the Seamus Heaney Collected Poems song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Now and Forever  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to see Medal for the General  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
The book Choper, Coffee, Gilson should get a zero  [predicted:  BookRestaurant ; correct:  RateBook ]
Where and when can I see The Image Makers  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Kebab Connection  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play Pirates of the Caribbean Online  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Start playing my Disney playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to play the album Clarke  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play me the soundtrack Ready  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play Closer to the Sun album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Plpay my Disco Fever playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Find a pub for me in FM  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Start up my Independent Music Monday playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Book a restaurant on June the fifth in Cavour.  [predicted:  BookRestaurant ; correct:  GetWeather ]
Find the schedule for Ghost World.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find the movie Ircle  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Please get seating for me and my children  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
I want lance king in my list called One Love  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
play Bliss Torn from Emptiness  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to see Shattered Image.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to hear the new Latin Pop Rising list  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
