where is My Song Goes Forth playing  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
Start blasting my Latin Jazz playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play my Women of Rock playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
When was the album Start a Fire released?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Welcome to the El-Palacio, a movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find the book Bad Day on the Block  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I want to see Breathless  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Where can I get the album So Fresh: The Hits of Spring 2011  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
is there a Chinese Wikipedia  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Listen to Dragon Ball: Music Collection  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to listen to the soundtrack And Then There Was Light  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
where is My Song Goes Forth playing  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
Play the Food Uncut soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play addicts: black meddle, part ii.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
What is the book Sell Your Body?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
i want to watch Mister Cool  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Belle of the Yukon  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play Off the Ground  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Want to eat somewhere cold in the neighboring Antlers region on aug. 22  [predicted:  BookRestaurant ; correct:  GetWeather ]
Wish to hear the album Since I Saw You Last  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Wish to find the movie the Heart Beat  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Show me Interesting Times: The Secret of My Success  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Can i see the Encounters?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play The Crowd: A Study of the Popular Mind soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Can you find me The Ridiculous 6 book?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Find the movie CURL  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
me, bobbie and colette want to go to The Peak Lookout in Felicity  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Will it be overcast at 18 o'clock in ID  [predicted:  BookRestaurant ; correct:  GetWeather ]
play The Sea Cabinet  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to book a restaurant in Neshanic Station Nigeria for 06:18:13 pm  [predicted:  BookRestaurant ; correct:  GetWeather ]
I want to eat in Rowan Bay on a nice cloud less day  [predicted:  BookRestaurant ; correct:  GetWeather ]
show  of From South Africa to South Carolina  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Can you find the movie Accidentally in Love  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play the soundtrack for The Lord of the Rings: Conquest  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to play the song In a Reverie  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
will the sun come out today in Houston  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
What is the television show Phil Ochs: There but for Fortune playing  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find Head Start  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I need a SOUNDTRACK FOR STUDY purposes.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Play song Softly  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
book me a restaurant in Aransas Pass in seventeen hours  [predicted:  BookRestaurant ; correct:  GetWeather ]
Can you play The Wanderer and His Shadow  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find The Angry Birds Movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'd like to see Jack  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Bring up the book Perfume: The Story of a Murderer  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Play my Mellow Beats playlist please  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play Step Up Your Game by Marc Cohn.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Is there rain in Nauru at 6 am  [predicted:  RateBook ; correct:  GetWeather ]
put th Power Gaming playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
want to eat somewhere windy in NM  [predicted:  BookRestaurant ; correct:  GetWeather ]
Will it be nice in Reager MP  [predicted:  BookRestaurant ; correct:  GetWeather ]
find Check In  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I need a table in Uruguay in 213 days when it's chillier  [predicted:  BookRestaurant ; correct:  GetWeather ]
give me some Last Emperor  [predicted:  RateBook ; correct:  PlayMusic ]
put my raining playlist on  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Find Later That Evening  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play Llegando a Casa playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
find Endless Horizons  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play The Aviation Cocktail album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
What song is Detective Conan: Dimensional Sniper  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Show me Heavenly Sword  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Can I hear the song Visual Audio Sensory Theater?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Un weekend da bamboccioni  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play Seven Steps To Heaven by Wikluh Sky  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I want to see Plague Soundscapes  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play The XYY Man soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Put Lo mejor de Radio 3 on in the background  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
play Print the Legend soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
fimd Glory  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
put El Mejor Rock en Español playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Show me the movie Purple Heart Diary.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
SCORE:  3059 / 3140  ( 0.9742038216560509 )
Can I see Ellis Island Revisited in 1 minute  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
find The Bride  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where is Winterheart’s Guild  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Which cinema can I go to to see Lilly the Witch: The Dragon and the Magic Book?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play Richard Fortus' Live Collection.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
i want to watch The Shamrock Handicap right now  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play Llegando a Casa playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I want to hear the soundtrack to The Platinum Rule  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play the song Memories Are My Only Witness  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Find Half Cut Tea.  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I want to see Outcast.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I see Joy of Learning?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
will Dick Tracy e il gas misterioso start twenty one hours from now  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Play Step Up Your Game by Marc Cohn.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Show me Dangers of the Canadian Mounted  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
What time does Kraken: Tentacles of the Deep play  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
Give me a link to the A Little Something for Us Tempunauts soundtrack.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
When can I go see The Untold Story?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like hear the song Sit Down and Talk to Me  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to see Forgetting the Girl.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to watch The Slender Thread at 6 PM  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
play the song Red Lanta  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play I Could Write A Book  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Give me the current showtimes for Tarass Boulba.  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
I want to listen to the soundtrack Bed of Roses  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play Disco Tango to Power Walk  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
play Hell House song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play the song Culture and Psychology  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to watch the movie X Window Display Manager  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to see Fear Chamber.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
ad i should have known better to this is bb king  [predicted:  SearchScreeningEvent ; correct:  AddToPlaylist ]
find NHL on Fox  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play my Electro Sur playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
find Time Squared  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play my Trabajo Relax playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
find Berlin to the Samba Beat  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
show movie CrossGenesis  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to see Shattered Image.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to watch May Blossom  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find Secret Command.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to see the movie Edinburgh Evening News  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play Seven Steps To Heaven by Wikluh Sky  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Where can I find the picture of House Foundation  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find Now and Forever  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Start up my Pachangueo Total playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
When and where is DistroWatch playing  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play Post Garage Wave Revival playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to watch Apocalypse 2024  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I see Young Goethe in Love?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What is the Paranormal Activity: Ghost Dimension album?  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
find Lost in Space  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What is Love in a Mist?  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Where is White Bim Black Ear  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Start up my nostalgic playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
SCORE:  3075 / 3129  ( 0.9827420901246404 )
play the Discografia de The Pretty Reckless saga  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play the album The Outpost  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play 30 Greatest Hits  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to hear the soundtrack to The Platinum Rule  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Find me the East Asia Image Collection movie.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
will it get chillier within walking distance of PW  [predicted:  BookRestaurant ; correct:  GetWeather ]
will the sun come out today in Houston  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
show schedule for Loved by Thousands  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Go to BioRuby  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
What is Party All Night  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
I want to listen to the song Only the Greatest  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Find the book Bad Day on the Block  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
get me House of Stairs  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Can you pull up the American Music Awards of 1975  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Need to see if there will be fog  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
Play song Softly  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play Post Garage Wave Revival playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
What is the price for the album Praise the Lord and Pass the Ammunition?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Where can I find Lonely Hearts  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to listen to the song Shamus  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
When is Spyforce playing?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to watch Strange Brother  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to listen to the soundtrack Adobe Digital Editions  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Is it nice in PW  [predicted:  BookRestaurant ; correct:  GetWeather ]
play the song Culture and Psychology  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
book of Two for the Road  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Show me Interesting Times: The Secret of My Success  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'd like to hear the song In a Reverie  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play the Knockabout soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Get me information on The Riverfront Times  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play my Éxitos España playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I want to watch the movie Godslayer  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play Another Time  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to listen to the song The Natural Farmer  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want the song Phrazes for the Young  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play my Mellow Beats playlist please  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Where is Winterheart’s Guild  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Long Hello and Short Goodbye, a movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Show me the movie Operetta for the Theatre Organ  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
