Go to Your Heart Belongs to Me  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
add Harry J to my dubstep dangles dirty  [predicted:  RateBook ; correct:  AddToPlaylist ]
Play Party Anthems  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
play Pop 2017 Picks  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Can you get a table at The Triple Door in District Of Columbia for me and deborah vasquez  [predicted:  GetWeather ; correct:  BookRestaurant ]
Please make a booking at Sonoy in Montague, LA.  [predicted:  GetWeather ; correct:  BookRestaurant ]
On Jun. the sixteenth, 2032 I'd like to go to Dillard House in Putnam Hall  [predicted:  SearchScreeningEvent ; correct:  BookRestaurant ]
Play the last Wellman Braud album relaesd  [predicted:  RateBook ; correct:  PlayMusic ]
Play Divine from Vinnie Roslin  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Book Childs Restaurants in Bruno for 1 person on October 6th, 2019.  [predicted:  RateBook ; correct:  BookRestaurant ]
What will the weathr be in Akin Jamaica?  [predicted:  BookRestaurant ; correct:  GetWeather ]
put Unbound into found them first for me  [predicted:  RateBook ; correct:  AddToPlaylist ]
Can yo find me the game A Silence That Screams?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Could you play the album B Men Gahō by Nathaniel Shilkret  [predicted:  RateBook ; correct:  PlayMusic ]
put glenn stetson to my your daily routine playlis  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I need to see Cristo in India  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Put jiro in my clásicos del hip hop español playlist.  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
play The Sea Cabinet  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
add this album to rock en español  [predicted:  RateBook ; correct:  AddToPlaylist ]
Play Alabama Concerto by Kou Shibasaki.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Where can I read the book The Omega Stone?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Where can I watch TV series Shopping Spree  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Show me Interesting Times: The Secret of My Success  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play Cry Baby Lane  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play This Is Colour by Panda Bear  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Where is Journal of Geriatric Psychiatry and Neurology  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Start blasting my Latin Jazz playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to see Apartment Hunting.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Book a restasurant in Pohick Delaware.  [predicted:  GetWeather ; correct:  BookRestaurant ]
Play something from the genre muzyka pop  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Can you add don moye to my Pop playlist?  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I'm looking to bring shawn, marguerite and della to a place to eat at near Rwanda.  [predicted:  GetWeather ; correct:  BookRestaurant ]
I am looking for a work called Carry You Home  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find THUNDER IN THE EAST.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play me East Side Story  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play White Noise.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Where can I find Richard the Lionheart: Rebellion?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play Monts Et Merveilles.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
find the show The Best of: The Township Idols  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
How's the weather going to be on Jul. 2 in Whiteside  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
find The Saint in New York, a show  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
book me a restaurant at Sint Maarten on sun.  [predicted:  GetWeather ; correct:  BookRestaurant ]
I need a SOUNDTRACK FOR STUDY purposes.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Open my acoustic concentration playlist and play an entire album  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
play Dick Marx  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
play on the good ship lollipop by Anthony Hamilton  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Play me the song Aap To Aise Na The.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I need to know what the weather will be like in Gradyville at breakfast, in the state of Colorado.  [predicted:  BookRestaurant ; correct:  GetWeather ]
Play Bad Boy Bill  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
add zombieland to Noctámbulo playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I want to book a restaurant in Tunisia for nelda, rae and I at 01:55:48 p.m.  [predicted:  GetWeather ; correct:  BookRestaurant ]
put A L Lloyd on gaming anthems  [predicted:  RateBook ; correct:  AddToPlaylist ]
Play me something by Funtwo  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I would like to book at Clinton Street Baking Company & Restaurant in Brookneal.  [predicted:  GetWeather ; correct:  BookRestaurant ]
I'd like to see Jack  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Where can I locate Leo the Lion for purchase  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
add maggie mcgill to my night vibes  [predicted:  RateBook ; correct:  AddToPlaylist ]
I need to book a reservation in Searsport at eleven am  [predicted:  SearchScreeningEvent ; correct:  BookRestaurant ]
I need to get seats for me and my ex wife to eat in Egypt.  [predicted:  GetWeather ; correct:  BookRestaurant ]
play Facedown by Maximum Bob  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Please look up and find me Monty Python Live at the Hollywood Bowl.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find me an album called Rejoicing with the Light  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Will the weather in Falcon Heights call for rain?  [predicted:  PlayMusic ; correct:  GetWeather ]
Find The Best Man Holiday saga  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Let's hear something from Elena Risteska  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
play All Of Your Toys by Chris Ledoux  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
play them by Guy-manuel De Homem-christo  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Find FANatic.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
What's the weather supposed to be like in Elmer City  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
Make me a reservation in Colorado at nine am at National Cash Register Building  [predicted:  GetWeather ; correct:  BookRestaurant ]
Play Andy Williams Sings Rodgers And Hammerstein by elica todorova  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
find Switching Channels  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play Print the Legend soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find the show Trancers  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Book table on the 23 in Illinois at the Maison Parthenais-Perrault II.  [predicted:  GetWeather ; correct:  BookRestaurant ]
Please search the title The Twilight Saga: Breaking Dawn Part 2.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Forecast for 02:22 pm Maldives  [predicted:  BookRestaurant ; correct:  GetWeather ]
rebekah taylor and marcie need reservations at The Clink in Senegal.  [predicted:  GetWeather ; correct:  BookRestaurant ]
add Olga Souza to virginia's femme fatale playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Play In Every Dream Home A Heartache by vincent paul abbott  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
find Racing the Beam: The Atari Video Computer System  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Show me Happiness Was Free.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Show me the forecast for the distant area of ME at three pm  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
add gn to night vibes  [predicted:  RateBook ; correct:  AddToPlaylist ]
I want to book Ribera Steakhouse in Sint Maarten for tamra, desiree and lesley.  [predicted:  GetWeather ; correct:  BookRestaurant ]
Play That Stubborn Kinda Fellow by Michael Amott  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Find GoodReader.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
SCORE:  2886 / 3140  ( 0.9191082802547771 )
Play Water Under The Bridge by Hariprasad Chaurasia.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Play The Tyranny Of Distance by Willy Mason.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Find a novel called Twins of Evil.  [predicted:  RateBook ; correct:  SearchCreativeWork ]
What are the timings for Starship Troopers 2?  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
What is the weather going to be like on st. patrick's day?  [predicted:  BookRestaurant ; correct:  GetWeather ]
Show the Day the Earth Caught Fire movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play music by artist mark ashley  [predicted:  RateBook ; correct:  PlayMusic ]
What will the weathr be in Akin Jamaica?  [predicted:  BookRestaurant ; correct:  GetWeather ]
What's the weather supposed to be like in Elmer City  [predicted:  RateBook ; correct:  GetWeather ]
Add elastic love to This Is Stormzy  [predicted:  RateBook ; correct:  AddToPlaylist ]
Play The Cherry-tree Carol by Edwin Mccain  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Play Tomorrow  [predicted:  RateBook ; correct:  PlayMusic ]
I want to listen to the Music of Ghost in the Shell: Stand Alone Complex  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Amanda Palmer Goes Down Under  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'm looking for the Formula One Championship Edition album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
What does For All the Wrong Reasons look like  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play The Aviation Cocktail album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play Pledge by Markus Grosskopf  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Play Martha My Dear by shannon.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Play Circus Farm by Deana Carter.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
play Robin Trower Unravel  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play Man Like Me by heather b.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
I am looking for the work: Nikki  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Where can I find a copy of I Bury the Living?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Find Later That Evening  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Can you locate the work, Warlock 2: The Exiled?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Play me something by Funtwo  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
play primus  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
where can Ifind You Know Me, a saga  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Play Leanne Dobinson Right To Dream  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Will the weather be good at breakfast in Bay Harbor Islands  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
Play While The Gate Is Open.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Play Me Against The World from Glukoza  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
I want to hear my Entre los Andes playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Need find the book called Hollywood Connection  [predicted:  RateBook ; correct:  SearchCreativeWork ]
What channel does the television show The RoxBox play on?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
is there a Chinese Wikipedia  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Give me the forecast for the weather in Citrus Springs  [predicted:  RateBook ; correct:  GetWeather ]
Add George Thorogood to el mejor rock en español  [predicted:  RateBook ; correct:  AddToPlaylist ]
Acreative work with the title At the Cafe Bohemia  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Where can I find Thor Meets Captain America?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play White Noise.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Tell me what the weather is here  [predicted:  RateBook ; correct:  GetWeather ]
find Remedial Chaos Theory, a soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
fimd Glory  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Please find the work titled Talking to Heaven  [predicted:  RateBook ; correct:  SearchCreativeWork ]
for my té para tres list add cut the world  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Play A Sudden Rainstorm playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play Gaston by Daniel De Los Reyes.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Find the Envoy of Lucifer show  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play Who Knows Where The Time Goes? by Grigory Leps  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Show me the forecast for the distant area of ME at three pm  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
add pete shelley to Is It New Wave  [predicted:  RateBook ; correct:  AddToPlaylist ]
Play The Lamentation Of Cloris  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Put The Silent Enigma album by Yoko Kanno  [predicted:  RateBook ; correct:  PlayMusic ]
Include the album by Arthur Rhames in Urban Poet  [predicted:  RateBook ; correct:  AddToPlaylist ]
play All Of Your Toys by Chris Ledoux  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Play Bald by Kaskade.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Find a book called Environment and Behavior.  [predicted:  RateBook ; correct:  SearchCreativeWork ]
What weather is predicted for Loyalhanna?  [predicted:  RateBook ; correct:  GetWeather ]
play The Catholic Sun album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play Noche de chicas playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
play By The Sleepy Lagoon by Greg Kurstin  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
I want you to add a George Chisholm tune to my 40 hits playlist.  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
play Darude  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Please check the weather forecast around 05:54 in Macedonia.  [predicted:  BookRestaurant ; correct:  GetWeather ]
Play me the soundtrack Ready  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Find Returned to Your Mind.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find the show ActivePerl  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find The Right Fight  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find the photograph The Remix please  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
