b'pacote'  [predicted:  ok ; correct:  add ]
b'Todos'  [predicted:  delete ; correct:  get ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  delete ; correct:  help ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  help ; correct:  help ]
TIME:  0.029310941696166992
SCORE:  10 / 30  ( 0.3333333333333333 )
b'Ol\xc3\xa1'  [predicted:  welcome ; correct:  welcome ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  help ; correct:  help ]
b'Obrigado'  [predicted:  welcome ; correct:  thanks ]
b'Burro'  [predicted:  welcome ; correct:  bad ]
b'cancelar'  [predicted:  welcome ; correct:  cancel ]
b'Cadastrar encomenda'  [predicted:  welcome ; correct:  add ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Obrigada'  [predicted:  welcome ; correct:  thanks ]
b'Eu quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'caralho'  [predicted:  welcome ; correct:  bad ]
b'oi'  [predicted:  welcome ; correct:  welcome ]
b'bom dia'  [predicted:  greeting ; correct:  greeting ]
b'Cadastro'  [predicted:  welcome ; correct:  add ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  welcome ; correct:  add ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  add ; correct:  help ]
b'Cadastrar'  [predicted:  welcome ; correct:  add ]
b'como sou avisado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'como sou notificado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'deletar'  [predicted:  welcome ; correct:  delete ]
b'Encomenda'  [predicted:  welcome ; correct:  get ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  help ; correct:  add ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
b'descadastrar'  [predicted:  welcome ; correct:  delete ]
b'ok'  [predicted:  welcome ; correct:  ok ]
b'Entrega'  [predicted:  welcome ; correct:  get ]
b'cancela'  [predicted:  welcome ; correct:  cancel ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  welcome ; correct:  welcome ]
TIME:  0.0281980037689209
SCORE:  11 / 30  ( 0.36666666666666664 )
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'\xc3\x93timo!'  [predicted:  bye ; correct:  ok ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  help ; correct:  help ]
b'Como cadastra?'  [predicted:  bye ; correct:  help ]
b'At\xc3\xa9 logo'  [predicted:  bye ; correct:  bye ]
b'J\xc3\xa1 cadastrou?'  [predicted:  bye ; correct:  get ]
b'Como cadastro uma encomenda?'  [predicted:  delete ; correct:  help ]
b'Como cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'Vai tomar no cu'  [predicted:  bye ; correct:  bad ]
b'J\xc3\xa1 se moveu?'  [predicted:  bye ; correct:  get ]
b'At\xc3\xa9 mais'  [predicted:  bye ; correct:  bye ]
b'pacote'  [predicted:  bye ; correct:  add ]
b'Como cadastra a encomenda'  [predicted:  help ; correct:  help ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'o que eu devo fazer?'  [predicted:  bye ; correct:  help ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  help ; correct:  help ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  bye ; correct:  help ]
b'Como?'  [predicted:  bye ; correct:  help ]
b'Tudo bem, tchau'  [predicted:  ok ; correct:  bye ]
b'Visualizar rastreamento'  [predicted:  bye ; correct:  get ]
b'Como cadastrar um objeto?'  [predicted:  add ; correct:  help ]
b'adicionar um novo pacote'  [predicted:  bye ; correct:  add ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  add ; correct:  help ]
b'adeus'  [predicted:  bye ; correct:  bye ]
b'adicionar objeto'  [predicted:  add ; correct:  add ]
b'Como cadastro?'  [predicted:  bye ; correct:  help ]
b'Novo pacote'  [predicted:  bye ; correct:  add ]
b'adicionar'  [predicted:  bye ; correct:  add ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  bye ; correct:  help ]
b'Novo'  [predicted:  bye ; correct:  add ]
TIME:  0.030364990234375
SCORE:  9 / 30  ( 0.3 )
b'o que eu devo fazer?'  [predicted:  delete ; correct:  help ]
b'Como?'  [predicted:  delete ; correct:  help ]
b'Quero cadastrar'  [predicted:  add ; correct:  add ]
b'Novo pacote'  [predicted:  add ; correct:  add ]
b'Novo'  [predicted:  delete ; correct:  add ]
b'Lista'  [predicted:  delete ; correct:  get ]
b'\xc3\x93timo!'  [predicted:  delete ; correct:  ok ]
b'adeus'  [predicted:  delete ; correct:  bye ]
b'favor cadastrar o codigo de rastreio'  [predicted:  help ; correct:  add ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'Como cadastra a encomenda'  [predicted:  help ; correct:  help ]
b'adicionar'  [predicted:  delete ; correct:  add ]
b'Listar'  [predicted:  delete ; correct:  get ]
b'Gostaria de retirar'  [predicted:  add ; correct:  delete ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  delete ; correct:  help ]
b'Gostaria de retirar uma encomenda'  [predicted:  add ; correct:  delete ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  delete ; correct:  help ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  add ; correct:  help ]
b'Como cadastra?'  [predicted:  help ; correct:  help ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  delete ; correct:  saymyname ]
b'pacote'  [predicted:  delete ; correct:  add ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  delete ; correct:  help ]
b'adicionar objeto'  [predicted:  delete ; correct:  add ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
TIME:  0.030558347702026367
SCORE:  12 / 30  ( 0.4 )
b'como pode me ajudar'  [predicted:  help ; correct:  help ]
b'Como voc\xc3\xaa funciona'  [predicted:  ok ; correct:  help ]
b'Ajuda'  [predicted:  ok ; correct:  help ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Novo'  [predicted:  ok ; correct:  add ]
b'At\xc3\xa9 mais'  [predicted:  ok ; correct:  bye ]
b'Novo pacote'  [predicted:  ok ; correct:  add ]
b'Apagar'  [predicted:  ok ; correct:  delete ]
b'Quero registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  help ; correct:  help ]
b'Como cadastro uma encomenda?'  [predicted:  delete ; correct:  help ]
b'Muito obrigado'  [predicted:  thanks ; correct:  thanks ]
b'o que eu devo fazer?'  [predicted:  help ; correct:  help ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'sai'  [predicted:  ok ; correct:  cancel ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Como funciona'  [predicted:  ok ; correct:  help ]
b'Beleza'  [predicted:  ok ; correct:  ok ]
b'Retirar'  [predicted:  ok ; correct:  delete ]
b'N\xc3\xa3o'  [predicted:  ok ; correct:  cancel ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  cancel ; correct:  cancel ]
b'At\xc3\xa9 logo'  [predicted:  ok ; correct:  bye ]
b'adicionar um novo pacote'  [predicted:  ok ; correct:  add ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Como cadastro?'  [predicted:  ok ; correct:  help ]
b'Remover'  [predicted:  ok ; correct:  delete ]
b'Consulta'  [predicted:  ok ; correct:  get ]
b'Gostaria de retirar uma encomenda'  [predicted:  delete ; correct:  delete ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  help ; correct:  help ]
b'Gostaria de retirar'  [predicted:  delete ; correct:  delete ]
TIME:  0.03169107437133789
SCORE:  13 / 30  ( 0.43333333333333335 )
b'Como cadastra?'  [predicted:  help ; correct:  help ]
b'Rastrear encomenda'  [predicted:  ok ; correct:  get ]
b'adicionar um novo pacote'  [predicted:  add ; correct:  add ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Como voc\xc3\xaa funciona'  [predicted:  ok ; correct:  help ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'descadastrar'  [predicted:  ok ; correct:  delete ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  help ; correct:  help ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'At\xc3\xa9 mais'  [predicted:  ok ; correct:  bye ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  ok ; correct:  greeting ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'Como cadastra a encomenda'  [predicted:  help ; correct:  help ]
b'C\xc3\xb3digo'  [predicted:  ok ; correct:  get ]
b'Consulta'  [predicted:  ok ; correct:  get ]
b'Quero ver meus produtos'  [predicted:  ok ; correct:  get ]
b'deletar'  [predicted:  ok ; correct:  delete ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  add ; correct:  get ]
b'boa noite'  [predicted:  ok ; correct:  greeting ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  help ; correct:  add ]
b'Rastrear'  [predicted:  ok ; correct:  get ]
b'boa tarde'  [predicted:  ok ; correct:  greeting ]
b'Como?'  [predicted:  ok ; correct:  help ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  ok ; correct:  bad ]
b'Chega q dia?'  [predicted:  ok ; correct:  get ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  ok ; correct:  help ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'At\xc3\xa9 logo'  [predicted:  ok ; correct:  bye ]
TIME:  0.03370213508605957
SCORE:  11 / 30  ( 0.36666666666666664 )
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  welcome ; correct:  help ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  welcome ; correct:  welcome ]
b'cancelar'  [predicted:  welcome ; correct:  cancel ]
b'Ajuda'  [predicted:  welcome ; correct:  help ]
b'descadastrar'  [predicted:  welcome ; correct:  delete ]
b'J\xc3\xa1 cadastrou?'  [predicted:  welcome ; correct:  get ]
b'Qual seu nome ?'  [predicted:  welcome ; correct:  saymyname ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Apagar'  [predicted:  welcome ; correct:  delete ]
b'como sou avisado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Ol\xc3\xa1'  [predicted:  welcome ; correct:  welcome ]
b'Quero rastrear um pacote'  [predicted:  add ; correct:  get ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  help ; correct:  help ]
b'caralho'  [predicted:  welcome ; correct:  bad ]
b'De que vc precisa?'  [predicted:  welcome ; correct:  help ]
b'como sou notificado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Como cadastra a encomenda'  [predicted:  help ; correct:  help ]
b'Como?'  [predicted:  welcome ; correct:  help ]
b'Consultar'  [predicted:  welcome ; correct:  get ]
b'Quero rastrear uma encomenda'  [predicted:  delete ; correct:  get ]
b'Qual o seu nome ?'  [predicted:  welcome ; correct:  saymyname ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'cancela'  [predicted:  welcome ; correct:  cancel ]
b'ok'  [predicted:  welcome ; correct:  ok ]
b'Como cadastra?'  [predicted:  welcome ; correct:  help ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  welcome ; correct:  help ]
b'J\xc3\xa1 se moveu?'  [predicted:  welcome ; correct:  get ]
b'Beleza'  [predicted:  welcome ; correct:  ok ]
b'deletar'  [predicted:  welcome ; correct:  delete ]
TIME:  0.03166007995605469
SCORE:  8 / 30  ( 0.26666666666666666 )
b'Muito obrigado'  [predicted:  cancel ; correct:  thanks ]
b'oi'  [predicted:  cancel ; correct:  welcome ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Ol\xc3\xa1'  [predicted:  cancel ; correct:  welcome ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  cancel ; correct:  help ]
b'para'  [predicted:  cancel ; correct:  cancel ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  cancel ; correct:  cancel ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  cancel ; correct:  welcome ]
b'Obrigada'  [predicted:  cancel ; correct:  thanks ]
b'C\xc3\xb3digo'  [predicted:  cancel ; correct:  get ]
b'deletar'  [predicted:  cancel ; correct:  delete ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  add ; correct:  get ]
b'Como voc\xc3\xaa funciona'  [predicted:  cancel ; correct:  help ]
b'N\xc3\xa3o'  [predicted:  cancel ; correct:  cancel ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'descadastrar'  [predicted:  cancel ; correct:  delete ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Rastrear'  [predicted:  cancel ; correct:  get ]
b'Obrigado'  [predicted:  cancel ; correct:  thanks ]
b'como sou notificado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Consulta'  [predicted:  cancel ; correct:  get ]
b'Chega q dia?'  [predicted:  cancel ; correct:  get ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  cancel ; correct:  bad ]
b'ok'  [predicted:  cancel ; correct:  ok ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  cancel ; correct:  bad ]
b'parar'  [predicted:  cancel ; correct:  cancel ]
TIME:  0.04959583282470703
SCORE:  8 / 30  ( 0.26666666666666666 )
b'sai'  [predicted:  ok ; correct:  cancel ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'adeus'  [predicted:  ok ; correct:  bye ]
b'Meus itens'  [predicted:  ok ; correct:  get ]
b'Ajuda'  [predicted:  ok ; correct:  help ]
b'Remover'  [predicted:  ok ; correct:  delete ]
b'Me ajuda'  [predicted:  ok ; correct:  help ]
b'Como cadastra?'  [predicted:  ok ; correct:  help ]
b'Como cadastro uma encomenda?'  [predicted:  help ; correct:  help ]
b'como sou notificado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastro?'  [predicted:  help ; correct:  help ]
b'Beleza'  [predicted:  ok ; correct:  ok ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Registrar'  [predicted:  ok ; correct:  add ]
b'Como cadastra a encomenda'  [predicted:  help ; correct:  help ]
b'Retirar'  [predicted:  ok ; correct:  delete ]
b'Consulta'  [predicted:  ok ; correct:  get ]
b'Como cadastro minha encomenda?'  [predicted:  help ; correct:  help ]
b'Listar comandos'  [predicted:  ok ; correct:  help ]
b'adicionar objeto'  [predicted:  ok ; correct:  add ]
b'Como voc\xc3\xaa funciona'  [predicted:  ok ; correct:  help ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'adicionar'  [predicted:  ok ; correct:  add ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Como?'  [predicted:  ok ; correct:  help ]
b'Apagar'  [predicted:  ok ; correct:  delete ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Rastrear'  [predicted:  ok ; correct:  get ]
TIME:  0.03424477577209473
SCORE:  8 / 30  ( 0.26666666666666666 )
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  add ; correct:  help ]
b'Como cadastro?'  [predicted:  ok ; correct:  help ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Ajuda'  [predicted:  ok ; correct:  help ]
b'boa tarde'  [predicted:  ok ; correct:  greeting ]
b'para'  [predicted:  ok ; correct:  cancel ]
b'Meus objetos'  [predicted:  ok ; correct:  get ]
b'Tudo bem, tchau'  [predicted:  bye ; correct:  bye ]
b'Vai tomar no cu'  [predicted:  bad ; correct:  bad ]
b'Como cadastro uma encomenda?'  [predicted:  delete ; correct:  help ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  add ; correct:  help ]
b'boa noite'  [predicted:  ok ; correct:  greeting ]
b'Eu quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  ok ; correct:  greeting ]
b'Beleza'  [predicted:  ok ; correct:  ok ]
b'Apagar'  [predicted:  ok ; correct:  delete ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'parar'  [predicted:  ok ; correct:  cancel ]
b'Visualizar rastreamento'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Encomenda'  [predicted:  ok ; correct:  get ]
b'Obrigada'  [predicted:  ok ; correct:  thanks ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  ok ; correct:  bad ]
b'Obrigado'  [predicted:  ok ; correct:  thanks ]
b'Como cadastrar um objeto?'  [predicted:  add ; correct:  help ]
b'Como cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'Muito obrigada'  [predicted:  ok ; correct:  thanks ]
b'Entrega'  [predicted:  ok ; correct:  get ]
b'oi'  [predicted:  ok ; correct:  welcome ]
TIME:  0.03154730796813965
SCORE:  8 / 30  ( 0.26666666666666666 )
b'C\xc3\xb3digo'  [predicted:  ok ; correct:  get ]
b'Como cadastra?'  [predicted:  help ; correct:  help ]
b'adeus'  [predicted:  ok ; correct:  bye ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'Novo pacote'  [predicted:  ok ; correct:  add ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'o que eu devo fazer?'  [predicted:  help ; correct:  help ]
b'Como cadastro?'  [predicted:  ok ; correct:  help ]
b'adicionar um novo pacote'  [predicted:  ok ; correct:  add ]
b'Registrar'  [predicted:  ok ; correct:  add ]
b'adicionar'  [predicted:  ok ; correct:  add ]
b'Como cadastro uma encomenda?'  [predicted:  delete ; correct:  help ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Como?'  [predicted:  ok ; correct:  help ]
b'Cadastrar uma nova encomenda'  [predicted:  add ; correct:  add ]
b'Quero ver meus produtos'  [predicted:  ok ; correct:  get ]
b'Como cadastra a encomenda'  [predicted:  help ; correct:  help ]
b'Rastrear encomenda'  [predicted:  ok ; correct:  get ]
