b'Como cadastro uma encomenda?'  [predicted:  ok ; correct:  help ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  bad ; correct:  bad ]
TIME:  0.028665781021118164
SCORE:  8 / 30  ( 0.26666666666666666 )
b'Tudo bem'  [predicted:  ok ; correct:  ok ]
b'favor cadastrar o codigo de rastreio'  [predicted:  help ; correct:  add ]
b'Gostaria de registrar'  [predicted:  ok ; correct:  add ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  ok ; correct:  help ]
b'Minhas encomendas'  [predicted:  ok ; correct:  get ]
b'Qual o seu nome ?'  [predicted:  ok ; correct:  saymyname ]
b'Gostaria de registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Encomenda'  [predicted:  ok ; correct:  get ]
b'Meus objetos'  [predicted:  ok ; correct:  get ]
b'gostaria de procurar um objeto'  [predicted:  ok ; correct:  get ]
b'cad\xc3\xaa minha encomenda'  [predicted:  ok ; correct:  get ]
b'At\xc3\xa9 logo'  [predicted:  ok ; correct:  bye ]
b'Qual seu nome ?'  [predicted:  ok ; correct:  saymyname ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  ok ; correct:  get ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Todas'  [predicted:  ok ; correct:  get ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Muito obrigada'  [predicted:  ok ; correct:  thanks ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'Todos'  [predicted:  ok ; correct:  get ]
b'adicionar um novo pacote'  [predicted:  ok ; correct:  add ]
b'Registrar'  [predicted:  ok ; correct:  add ]
b'cad\xc3\xaa'  [predicted:  ok ; correct:  get ]
b'Eu quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Entrega'  [predicted:  ok ; correct:  get ]
b'Onde est\xc3\xa1'  [predicted:  ok ; correct:  get ]
b'At\xc3\xa9 mais'  [predicted:  ok ; correct:  bye ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Cadastrar uma nova encomenda'  [predicted:  ok ; correct:  add ]
TIME:  0.02500772476196289
SCORE:  6 / 30  ( 0.2 )
b'ok'  [predicted:  cancel ; correct:  ok ]
b'At\xc3\xa9 mais'  [predicted:  cancel ; correct:  bye ]
b'descadastrar'  [predicted:  cancel ; correct:  delete ]
b'Quero cadastrar'  [predicted:  cancel ; correct:  add ]
b'Muito obrigada'  [predicted:  cancel ; correct:  thanks ]
b'N\xc3\xa3o'  [predicted:  cancel ; correct:  cancel ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  add ; correct:  add ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'Minhas encomendas'  [predicted:  cancel ; correct:  get ]
b'deletar'  [predicted:  cancel ; correct:  delete ]
b'Tudo bem'  [predicted:  cancel ; correct:  ok ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'cad\xc3\xaa minha encomenda'  [predicted:  cancel ; correct:  get ]
b'adicionar um novo pacote'  [predicted:  cancel ; correct:  add ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  cancel ; correct:  cancel ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  cancel ; correct:  help ]
b'Ol\xc3\xa1'  [predicted:  cancel ; correct:  welcome ]
b'At\xc3\xa9 logo'  [predicted:  cancel ; correct:  bye ]
b'cad\xc3\xaa'  [predicted:  cancel ; correct:  get ]
b'Muito obrigado'  [predicted:  cancel ; correct:  thanks ]
b'Todos'  [predicted:  cancel ; correct:  get ]
b'Registrar'  [predicted:  cancel ; correct:  add ]
b'Cadastrar uma nova encomenda'  [predicted:  cancel ; correct:  add ]
b'Todas'  [predicted:  cancel ; correct:  get ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  cancel ; correct:  welcome ]
b'Meus objetos'  [predicted:  cancel ; correct:  get ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  cancel ; correct:  saymyname ]
TIME:  0.024270057678222656
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Quero rastrear uma encomenda'  [predicted:  ok ; correct:  get ]
b'adeus'  [predicted:  ok ; correct:  bye ]
b'Onde est\xc3\xa1'  [predicted:  ok ; correct:  get ]
b'gostaria de procurar um objeto'  [predicted:  ok ; correct:  get ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
b'adicionar um novo pacote'  [predicted:  ok ; correct:  add ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  add ; correct:  help ]
b'boa tarde'  [predicted:  ok ; correct:  greeting ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  greeting ; correct:  greeting ]
b'Como cadastro uma encomenda?'  [predicted:  ok ; correct:  help ]
b'Onde esta a minha encomenda'  [predicted:  help ; correct:  get ]
b'Como cadastro minha encomenda?'  [predicted:  ok ; correct:  help ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  ok ; correct:  help ]
b'Gostaria de registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'adicionar objeto'  [predicted:  ok ; correct:  add ]
b'boa noite'  [predicted:  ok ; correct:  greeting ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  add ; correct:  add ]
b'Como cadastro?'  [predicted:  ok ; correct:  help ]
b'adicionar'  [predicted:  ok ; correct:  add ]
b'Gostaria de registrar'  [predicted:  ok ; correct:  add ]
b'At\xc3\xa9 logo'  [predicted:  ok ; correct:  bye ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  ok ; correct:  bad ]
b'At\xc3\xa9 mais'  [predicted:  ok ; correct:  bye ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'parar'  [predicted:  ok ; correct:  cancel ]
b'Quero rastrear um pacote'  [predicted:  ok ; correct:  get ]
b'para'  [predicted:  ok ; correct:  cancel ]
TIME:  0.028853893280029297
SCORE:  6 / 30  ( 0.2 )
b'o que eu devo fazer?'  [predicted:  thanks ; correct:  help ]
b'Como cadastra?'  [predicted:  thanks ; correct:  help ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  thanks ; correct:  bad ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  thanks ; correct:  welcome ]
b'parar'  [predicted:  thanks ; correct:  cancel ]
b'Entrega'  [predicted:  thanks ; correct:  get ]
b'Novo pacote'  [predicted:  thanks ; correct:  add ]
b'Como cadastro?'  [predicted:  thanks ; correct:  help ]
b'para'  [predicted:  thanks ; correct:  cancel ]
b'Chega q dia?'  [predicted:  thanks ; correct:  get ]
b'Como cadastro minha encomenda?'  [predicted:  thanks ; correct:  help ]
b'Checar minhas encomendas'  [predicted:  thanks ; correct:  get ]
b'Como?'  [predicted:  thanks ; correct:  help ]
b'C\xc3\xb3digo'  [predicted:  thanks ; correct:  get ]
b'Ol\xc3\xa1'  [predicted:  thanks ; correct:  welcome ]
b'Como cadastrar um objeto?'  [predicted:  thanks ; correct:  help ]
b'Encomenda'  [predicted:  thanks ; correct:  get ]
b'Novo'  [predicted:  thanks ; correct:  add ]
b'como sou notificado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Registrar'  [predicted:  thanks ; correct:  add ]
b'Como cadastro uma encomenda?'  [predicted:  thanks ; correct:  help ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  help ; correct:  help ]
b'Como cadastra a encomenda'  [predicted:  thanks ; correct:  help ]
b'Eu quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  add ; correct:  help ]
b'como sou avisado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Como cadastrar uma encomenda?'  [predicted:  add ; correct:  help ]
b'ok'  [predicted:  thanks ; correct:  ok ]
TIME:  0.024466991424560547
SCORE:  5 / 30  ( 0.16666666666666666 )
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  ok ; correct:  get ]
b'como pode me ajudar'  [predicted:  ok ; correct:  help ]
b'Qual o seu nome ?'  [predicted:  ok ; correct:  saymyname ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  help ; correct:  help ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  ok ; correct:  help ]
b'Cadastro'  [predicted:  ok ; correct:  add ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  ok ; correct:  bad ]
b'Quero rastrear uma encomenda'  [predicted:  ok ; correct:  get ]
b'gostaria de procurar um objeto'  [predicted:  ok ; correct:  get ]
b'pacote'  [predicted:  ok ; correct:  add ]
b'Novo'  [predicted:  ok ; correct:  add ]
b'para'  [predicted:  ok ; correct:  cancel ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'parar'  [predicted:  ok ; correct:  cancel ]
b'\xc3\x93timo!'  [predicted:  ok ; correct:  ok ]
b'Gostaria de registrar'  [predicted:  ok ; correct:  add ]
b'Como voc\xc3\xaa funciona'  [predicted:  ok ; correct:  help ]
b'Como cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  ok ; correct:  add ]
b'Cadastrar encomenda'  [predicted:  ok ; correct:  add ]
b'Novo pacote'  [predicted:  ok ; correct:  add ]
b'Gostaria de registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Como cadastrar um objeto?'  [predicted:  help ; correct:  help ]
b'Quero rastrear um pacote'  [predicted:  ok ; correct:  get ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  help ; correct:  help ]
b'Consulta'  [predicted:  ok ; correct:  get ]
b'Qual seu nome ?'  [predicted:  ok ; correct:  saymyname ]
b'Como funciona'  [predicted:  ok ; correct:  help ]
b'o que eu devo fazer?'  [predicted:  ok ; correct:  help ]
TIME:  0.024441957473754883
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Como?'  [predicted:  thanks ; correct:  help ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Entrega'  [predicted:  thanks ; correct:  get ]
b'o que eu devo fazer?'  [predicted:  thanks ; correct:  help ]
b'Eu quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  help ; correct:  add ]
b'At\xc3\xa9 logo'  [predicted:  thanks ; correct:  bye ]
b'Como cadastra a encomenda'  [predicted:  help ; correct:  help ]
b'At\xc3\xa9 mais'  [predicted:  thanks ; correct:  bye ]
b'Lista'  [predicted:  thanks ; correct:  get ]
b'Beleza'  [predicted:  thanks ; correct:  ok ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  thanks ; correct:  bad ]
b'Gostaria de registrar'  [predicted:  add ; correct:  add ]
b'Como cadastra?'  [predicted:  thanks ; correct:  help ]
b'Encomenda'  [predicted:  thanks ; correct:  get ]
b'Cadastro'  [predicted:  thanks ; correct:  add ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  add ; correct:  get ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  thanks ; correct:  help ]
b'adicionar um novo pacote'  [predicted:  thanks ; correct:  add ]
b'Apagar'  [predicted:  thanks ; correct:  delete ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Novo pacote'  [predicted:  thanks ; correct:  add ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  thanks ; correct:  add ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'gostaria de procurar um objeto'  [predicted:  get ; correct:  get ]
b'Novo'  [predicted:  thanks ; correct:  add ]
b'Gostaria de registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Cadastrar encomenda'  [predicted:  thanks ; correct:  add ]
b'Listar'  [predicted:  thanks ; correct:  get ]
b'Ajuda'  [predicted:  thanks ; correct:  help ]
TIME:  0.02535080909729004
SCORE:  8 / 30  ( 0.26666666666666666 )
b'Como cadastro minha encomenda?'  [predicted:  delete ; correct:  help ]
b'Como cadastro?'  [predicted:  delete ; correct:  help ]
b'Como cadastro uma encomenda?'  [predicted:  delete ; correct:  help ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  cancel ; correct:  cancel ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  delete ; correct:  welcome ]
b'caralho'  [predicted:  delete ; correct:  bad ]
b'J\xc3\xa1 se moveu?'  [predicted:  delete ; correct:  get ]
b'Registrar'  [predicted:  delete ; correct:  add ]
b'cancela'  [predicted:  delete ; correct:  cancel ]
b'Gostaria de retirar'  [predicted:  delete ; correct:  delete ]
b'N\xc3\xa3o'  [predicted:  delete ; correct:  cancel ]
b'ok'  [predicted:  delete ; correct:  ok ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  delete ; correct:  help ]
b'cancelar'  [predicted:  delete ; correct:  cancel ]
b'Quero cadastrar'  [predicted:  delete ; correct:  add ]
b'At\xc3\xa9 mais'  [predicted:  delete ; correct:  bye ]
b'Cadastrar'  [predicted:  delete ; correct:  add ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1'  [predicted:  delete ; correct:  welcome ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  delete ; correct:  help ]
b'bom dia'  [predicted:  delete ; correct:  greeting ]
b'Muito obrigado'  [predicted:  delete ; correct:  thanks ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Gostaria de retirar uma encomenda'  [predicted:  delete ; correct:  delete ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  delete ; correct:  saymyname ]
b'Burro'  [predicted:  delete ; correct:  bad ]
b'At\xc3\xa9 logo'  [predicted:  delete ; correct:  bye ]
b'adicionar um novo pacote'  [predicted:  delete ; correct:  add ]
b'J\xc3\xa1 cadastrou?'  [predicted:  delete ; correct:  get ]
TIME:  0.024632930755615234
SCORE:  5 / 30  ( 0.16666666666666666 )
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Vai tomar no cu'  [predicted:  bye ; correct:  bad ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  add ; correct:  add ]
b'Como cadastro uma encomenda?'  [predicted:  help ; correct:  help ]
b'Como cadastro minha encomenda?'  [predicted:  help ; correct:  help ]
b'Todas'  [predicted:  bye ; correct:  get ]
b'Listar'  [predicted:  bye ; correct:  get ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Apagar'  [predicted:  bye ; correct:  delete ]
b'Visualizar rastreamento'  [predicted:  bye ; correct:  get ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  add ; correct:  help ]
b'Eu quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Quero cadastrar'  [predicted:  bye ; correct:  add ]
b'Lista'  [predicted:  bye ; correct:  get ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Tudo bem, tchau'  [predicted:  bye ; correct:  bye ]
b'Como cadastro?'  [predicted:  bye ; correct:  help ]
b'Ajuda'  [predicted:  bye ; correct:  help ]
b'Entrega'  [predicted:  bye ; correct:  get ]
b'Onde esta a minha encomenda'  [predicted:  help ; correct:  get ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Encomenda'  [predicted:  bye ; correct:  get ]
b'Beleza'  [predicted:  bye ; correct:  ok ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  bye ; correct:  saymyname ]
b'Todos'  [predicted:  bye ; correct:  get ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'C\xc3\xb3digo'  [predicted:  bye ; correct:  get ]
b'Tudo bem'  [predicted:  bye ; correct:  ok ]
TIME:  0.025037050247192383
SCORE:  12 / 30  ( 0.4 )
b'N\xc3\xa3o'  [predicted:  cancel ; correct:  cancel ]
b'Tudo bem, tchau'  [predicted:  cancel ; correct:  bye ]
b'De que vc precisa?'  [predicted:  cancel ; correct:  help ]
b'Novo'  [predicted:  cancel ; correct:  add ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  cancel ; correct:  help ]
b'\xc3\x93timo!'  [predicted:  cancel ; correct:  ok ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  cancel ; correct:  cancel ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  cancel ; correct:  help ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'Muito obrigado'  [predicted:  cancel ; correct:  thanks ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  help ; correct:  help ]
b'Onde est\xc3\xa1'  [predicted:  cancel ; correct:  get ]
b'deletar'  [predicted:  cancel ; correct:  delete ]
b'pacote'  [predicted:  cancel ; correct:  add ]
b'Vai tomar no cu'  [predicted:  cancel ; correct:  bad ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  help ; correct:  help ]
b'Novo pacote'  [predicted:  cancel ; correct:  add ]
b'como sou avisado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'o que eu devo fazer?'  [predicted:  cancel ; correct:  help ]
b'como sou notificado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Consultar'  [predicted:  cancel ; correct:  get ]
b'consultar minha encomenda'  [predicted:  cancel ; correct:  get ]
b'Visualizar rastreamento'  [predicted:  cancel ; correct:  get ]
b'Ajuda'  [predicted:  cancel ; correct:  help ]
b'Apagar'  [predicted:  cancel ; correct:  delete ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
b'descadastrar'  [predicted:  cancel ; correct:  delete ]
b'Beleza'  [predicted:  cancel ; correct:  ok ]
TIME:  0.025335073471069336
SCORE:  8 / 30  ( 0.26666666666666666 )
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  help ; correct:  add ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'cancelar'  [predicted:  ok ; correct:  cancel ]
b'Meus objetos'  [predicted:  ok ; correct:  get ]
b'Rastrear'  [predicted:  ok ; correct:  get ]
b'Lista'  [predicted:  ok ; correct:  get ]
b'Qual seu nome ?'  [predicted:  saymyname ; correct:  saymyname ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  ok ; correct:  greeting ]
b'cancela'  [predicted:  ok ; correct:  cancel ]
b'Listar'  [predicted:  ok ; correct:  get ]
b'Quero ver meus produtos'  [predicted:  ok ; correct:  get ]
b'Quero registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Qual o seu nome ?'  [predicted:  saymyname ; correct:  saymyname ]
b'Como cadastro uma encomenda?'  [predicted:  ok ; correct:  help ]
b'favor cadastrar o codigo de rastreio'  [predicted:  help ; correct:  add ]
b'Muito obrigada'  [predicted:  ok ; correct:  thanks ]
b'boa noite'  [predicted:  ok ; correct:  greeting ]
b'Minhas encomendas'  [predicted:  ok ; correct:  get ]
b'Como cadastro minha encomenda?'  [predicted:  ok ; correct:  help ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  ok ; correct:  get ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'boa tarde'  [predicted:  ok ; correct:  greeting ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Rastrear encomenda'  [predicted:  ok ; correct:  get ]
