b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'adicionar'  [predicted:  add ; correct:  add ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'De que vc precisa?'  [predicted:  help ; correct:  help ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'Como cadastro uma encomenda?'  [predicted:  add ; correct:  help ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Ajuda'  [predicted:  help ; correct:  help ]
TIME:  0.005005836486816406
SCORE:  13 / 30  ( 0.43333333333333335 )
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  help ; correct:  help ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  get ; correct:  cancel ]
b'Rastrear'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  get ; correct:  welcome ]
b'N\xc3\xa3o'  [predicted:  get ; correct:  cancel ]
b'Todas'  [predicted:  get ; correct:  get ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  add ; correct:  get ]
b'Como cadastrar uma encomenda?'  [predicted:  add ; correct:  help ]
b'Cadastrar encomenda'  [predicted:  add ; correct:  add ]
b'Cadastro'  [predicted:  help ; correct:  add ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  add ; correct:  help ]
b'Tudo bem'  [predicted:  bye ; correct:  ok ]
b'Muito obrigado'  [predicted:  get ; correct:  thanks ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  help ; correct:  add ]
b'Todos'  [predicted:  get ; correct:  get ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'Como cadastrar um objeto?'  [predicted:  add ; correct:  help ]
b'Ol\xc3\xa1'  [predicted:  get ; correct:  welcome ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  help ; correct:  bad ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'ok'  [predicted:  get ; correct:  ok ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  help ; correct:  help ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'Eu quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
TIME:  0.0044209957122802734
SCORE:  13 / 30  ( 0.43333333333333335 )
b'Tudo bem, tchau'  [predicted:  bye ; correct:  bye ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  add ; correct:  help ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'parar'  [predicted:  get ; correct:  cancel ]
b'Novo pacote'  [predicted:  add ; correct:  add ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  get ; correct:  help ]
b'C\xc3\xb3digo'  [predicted:  add ; correct:  get ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  help ; correct:  bad ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'favor cadastrar o codigo de rastreio'  [predicted:  add ; correct:  add ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'Retirar'  [predicted:  delete ; correct:  delete ]
b'Como cadastrar um objeto?'  [predicted:  add ; correct:  help ]
b'Visualizar rastreamento'  [predicted:  get ; correct:  get ]
b'Como cadastrar uma encomenda?'  [predicted:  add ; correct:  help ]
b'para'  [predicted:  get ; correct:  cancel ]
b'Como eu fa\xc3\xa7o?'  [predicted:  get ; correct:  help ]
b'Novo'  [predicted:  add ; correct:  add ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Vai tomar no cu'  [predicted:  bad ; correct:  bad ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  add ; correct:  help ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  add ; correct:  help ]
b'o que eu devo fazer?'  [predicted:  add ; correct:  help ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'Como funciona'  [predicted:  help ; correct:  help ]
TIME:  0.0044291019439697266
SCORE:  13 / 30  ( 0.43333333333333335 )
b'Encomenda'  [predicted:  get ; correct:  get ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'Como?'  [predicted:  get ; correct:  help ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'Como funciona'  [predicted:  help ; correct:  help ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'Todas'  [predicted:  get ; correct:  get ]
b'Como cadastro uma encomenda?'  [predicted:  help ; correct:  help ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  help ; correct:  help ]
b'Eu quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'Ajuda'  [predicted:  help ; correct:  help ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  help ; correct:  help ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'Como cadastro?'  [predicted:  add ; correct:  help ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'Tudo bem'  [predicted:  bye ; correct:  ok ]
b'pacote'  [predicted:  add ; correct:  add ]
b'Como cadastro minha encomenda?'  [predicted:  help ; correct:  help ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'Todos'  [predicted:  get ; correct:  get ]
TIME:  0.004495143890380859
SCORE:  12 / 30  ( 0.4 )
b'Cadastrar encomenda'  [predicted:  help ; correct:  add ]
b'cancela'  [predicted:  get ; correct:  cancel ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'adicionar objeto'  [predicted:  add ; correct:  add ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  add ; correct:  help ]
b'Quero registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  help ; correct:  add ]
b'Como eu fa\xc3\xa7o?'  [predicted:  help ; correct:  help ]
b'Me ajuda'  [predicted:  help ; correct:  help ]
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'Gostaria de retirar'  [predicted:  add ; correct:  delete ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'Cadastro'  [predicted:  help ; correct:  add ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Gostaria de retirar uma encomenda'  [predicted:  add ; correct:  delete ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'adicionar'  [predicted:  add ; correct:  add ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'adeus'  [predicted:  get ; correct:  bye ]
TIME:  0.004623889923095703
SCORE:  13 / 30  ( 0.43333333333333335 )
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'Como voc\xc3\xaa funciona'  [predicted:  help ; correct:  help ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Como?'  [predicted:  get ; correct:  help ]
b'Gostaria de retirar uma encomenda'  [predicted:  add ; correct:  delete ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Cadastrar'  [predicted:  add ; correct:  add ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  add ; correct:  help ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'Ajuda'  [predicted:  help ; correct:  help ]
b'Gostaria de retirar'  [predicted:  add ; correct:  delete ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Consulta'  [predicted:  get ; correct:  get ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  cancel ; correct:  bad ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Quero rastrear um pacote'  [predicted:  add ; correct:  get ]
TIME:  0.00442194938659668
SCORE:  11 / 30  ( 0.36666666666666664 )
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  help ; correct:  help ]
b'gostaria de procurar um objeto'  [predicted:  add ; correct:  get ]
b'favor cadastrar o codigo de rastreio'  [predicted:  help ; correct:  add ]
b'Lista'  [predicted:  get ; correct:  get ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  help ; correct:  add ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  help ; correct:  get ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  help ; correct:  help ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'Registrar uma encomenda'  [predicted:  help ; correct:  add ]
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'pacote'  [predicted:  get ; correct:  add ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Listar'  [predicted:  help ; correct:  get ]
b'Gostaria de registrar'  [predicted:  add ; correct:  add ]
b'Registrar'  [predicted:  add ; correct:  add ]
b'Gostaria de registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Como eu fa\xc3\xa7o?'  [predicted:  help ; correct:  help ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  help ; correct:  help ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'gostaria de cadastrar uma encomenda'  [predicted:  help ; correct:  add ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  help ; correct:  add ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
TIME:  0.0046808719635009766
SCORE:  16 / 30  ( 0.5333333333333333 )
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  cancel ; correct:  cancel ]
b'parar'  [predicted:  get ; correct:  cancel ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'favor cadastrar o codigo de rastreio'  [predicted:  help ; correct:  add ]
b'Como cadastro?'  [predicted:  add ; correct:  help ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  get ; correct:  help ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Muito obrigado'  [predicted:  get ; correct:  thanks ]
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  add ; correct:  add ]
b'Como cadastro minha encomenda?'  [predicted:  add ; correct:  help ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Gostaria de registrar'  [predicted:  add ; correct:  add ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
b'gostaria de cadastrar uma encomenda'  [predicted:  help ; correct:  add ]
b'N\xc3\xa3o'  [predicted:  get ; correct:  cancel ]
b'Gostaria de registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Como cadastro uma encomenda?'  [predicted:  add ; correct:  help ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  help ; correct:  add ]
b'Lista'  [predicted:  get ; correct:  get ]
b'Listar'  [predicted:  get ; correct:  get ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  help ; correct:  bad ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'para'  [predicted:  get ; correct:  cancel ]
b'gostaria de procurar um objeto'  [predicted:  add ; correct:  get ]
TIME:  0.0046749114990234375
SCORE:  13 / 30  ( 0.43333333333333335 )
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Todas'  [predicted:  get ; correct:  get ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  add ; correct:  add ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'Ajuda'  [predicted:  help ; correct:  help ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  cancel ; correct:  help ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  add ; correct:  help ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'deletar'  [predicted:  get ; correct:  delete ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'Cadastrar'  [predicted:  add ; correct:  add ]
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Gostaria de registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  help ; correct:  help ]
b'gostaria de procurar um objeto'  [predicted:  add ; correct:  get ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Todos'  [predicted:  get ; correct:  get ]
b'Tudo bem'  [predicted:  bye ; correct:  ok ]
b'Gostaria de registrar'  [predicted:  add ; correct:  add ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
TIME:  0.004538059234619141
SCORE:  13 / 30  ( 0.43333333333333335 )
b'Tudo bem'  [predicted:  bye ; correct:  ok ]
b'Como funciona'  [predicted:  help ; correct:  help ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Registrar'  [predicted:  add ; correct:  add ]
b'Gostaria de registrar'  [predicted:  add ; correct:  add ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Todas'  [predicted:  get ; correct:  get ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Quero cadastrar'  [predicted:  add ; correct:  add ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  help ; correct:  saymyname ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  help ; correct:  add ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Cadastro'  [predicted:  help ; correct:  add ]
b'Gostaria de registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  get ; correct:  help ]
b'gostaria de procurar um objeto'  [predicted:  add ; correct:  get ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'Cadastrar uma nova encomenda'  [predicted:  help ; correct:  add ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  add ; correct:  add ]
b'cad\xc3\xaa minha encomenda'  [predicted:  help ; correct:  get ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'Todos'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  help ; correct:  help ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'Cadastrar encomenda'  [predicted:  help ; correct:  add ]
TIME:  0.0048639774322509766
SCORE:  19 / 30  ( 0.6333333333333333 )
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  add ; correct:  help ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  help ; correct:  bad ]
b'como sou avisado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'adicionar objeto'  [predicted:  add ; correct:  add ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'para'  [predicted:  get ; correct:  cancel ]
b'adeus'  [predicted:  get ; correct:  bye ]
